485,0,485,240:484,240,148,718;484,240,213,141;501,223,239,58;484,240,283,1310;483,240,327,160;486,235,345,715;484,240,382,0;485,240,398,722;484,240,476,129;485,239,489,162;485,240,517,730;484,240,519,807;488,232,550,819;497,224,648,192;484,240,655,193;485,240,742,756;484,240,754,1326;498,224,761,65;484,240,803,0;484,240,880,896;484,240,1029,1338;428,97,1042,1;484,240,1156,800;484,240,1304,476;485,238,1389,250;485,237,1565,849;484,240,1615,857;484,240,1623,1058;485,237,1773,479;484,240,1878,885;484,240,1880,886;484,240,1959,1137;484,240,1974,0;484,240,2103,1379;485,237,2235,552;494,226,2242,924;484,240,2328,1165;485,235,2411,1172;484,240,2716,1403;484,240,2761,345;484,240,2792,1405;484,240,2850,994;485,239,3078,526;484,240,3124,1228;433,91,3605,395;484,240,3737,1093;484,240,3886,1108;484,240,3922,302;435,87,4018,683;484,240,4021,683;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;
485,241,485,245:484,241,47,696;484,241,146,51;484,240,148,718;484,241,163,724;484,240,213,141;484,241,259,422;483,240,327,160;484,243,367,1312;484,241,400,772;484,240,476,129;484,244,491,432;484,240,524,810;484,241,568,26;484,240,655,193;484,241,741,866;484,240,880,896;484,241,966,917;484,241,968,1334;484,240,1031,218;484,240,1296,982;484,240,1304,476;483,244,1356,481;484,241,1373,484;484,242,1424,492;484,241,1491,1354;484,242,1733,1363;484,241,1756,1099;484,241,1765,874;484,240,1935,1136;484,241,1967,892;484,241,2041,534;484,241,2089,1148;485,241,2099,315;484,243,2171,916;484,241,2222,0;484,245,2317,1163;484,243,2529,1183;483,242,2603,576;484,240,2630,1400;484,245,2762,589;483,243,2831,594;484,241,2952,602;484,244,2965,105;484,242,2988,1010;483,242,2990,359;483,241,3422,1057;484,243,3423,1057;484,241,3594,119;484,245,3627,1266;484,240,3886,1108;484,243,4055,1126;484,242,4065,305;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;
471,246,479,321:470,320,4,54;470,321,63,0;479,245,164,144;470,320,262,705;481,265,298,155;469,320,326,714;469,320,385,114;479,245,463,795;479,321,537,1318;479,245,594,828;474,272,623,426;478,295,644,841;481,266,790,759;470,320,893,448;479,245,926,452;474,275,1017,459;476,303,1100,947;479,321,1104,793;475,323,1113,225;479,245,1116,795;470,320,1142,229;477,269,1206,465;469,316,1294,82;470,320,1366,483;478,317,1466,496;479,245,1497,500;475,287,1563,1357;477,269,1577,851;482,264,1721,513;481,290,1726,290;479,245,1869,1370;477,286,1907,887;481,266,1928,1135;477,269,1992,1140;483,249,2036,903;483,249,2668,341;478,313,2780,1203;470,321,2806,101;470,320,2913,519;472,321,2942,1005;471,320,2947,265;477,269,2967,1217;470,320,3000,1011;476,304,3107,1019;475,288,3417,639;477,268,3509,392;479,245,3546,17;482,305,3583,1072;477,286,3589,1435;478,245,3714,124;470,321,3717,1271;470,320,3785,1096;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;
471,322,479,322:470,321,16,15;470,321,63,0;470,321,81,56;470,321,156,78;470,320,262,705;470,321,346,0;470,321,499,803;479,322,511,164;470,321,528,731;479,321,538,180;470,321,611,1320;470,321,624,427;470,321,626,838;470,321,765,1326;470,320,893,448;470,321,956,915;470,321,959,1334;470,321,960,454;470,321,1009,926;472,321,1011,1337;479,322,1049,935;479,321,1104,793;475,323,1113,225;470,321,1134,798;470,321,1209,233;470,321,1334,479;470,321,1357,482;470,320,1366,483;470,321,1459,35;470,321,1496,1027;470,321,1503,1030;470,321,1519,842;470,321,1524,843;470,321,1698,1084;470,321,1702,868;472,322,1922,525;470,321,2095,908;470,321,2162,492;470,321,2183,1154;470,321,2431,562;470,321,2643,1191;470,321,2689,343;470,321,2691,583;470,321,2714,586;470,321,2794,986;470,321,2806,101;472,321,2942,1005;471,320,2947,265;470,321,2970,604;470,321,2982,1008;470,321,3501,1431;470,321,3717,1271;470,320,3785,1096;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;
480,246,485,256:482,245,48,133;483,248,72,700;479,245,164,144;480,244,165,691;482,245,332,426;479,245,390,769;480,244,401,773;479,245,412,775;479,245,463,795;484,245,494,1316;479,245,594,828;480,245,669,430;482,245,701,63;482,245,743,1325;484,246,855,445;480,245,918,451;479,245,926,452;479,245,1116,795;479,245,1129,227;480,244,1307,1350;483,244,1356,481;479,245,1497,500;481,245,1515,1034;483,248,1525,500;482,245,1612,274;482,264,1721,513;480,245,1755,873;479,245,1766,1364;479,245,1811,1113;479,245,1869,1370;480,245,1872,1128;479,245,1920,0;480,245,2005,1376;483,249,2036,903;484,245,2101,1149;479,245,2209,1156;484,245,2317,1163;480,245,2561,962;483,249,2668,341;484,245,2762,589;479,245,2781,591;479,245,3234,1237;480,245,3362,1426;483,248,3460,1428;479,245,3546,17;484,245,3627,1266;479,245,3711,1090;478,245,3714,124;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;
480,257,485,322:486,318,66,132;482,265,108,709;480,323,122,45;481,265,298,155;479,321,537,1318;479,321,538,180;474,272,623,426;478,295,644,841;481,266,790,759;483,265,800,875;474,275,1017,459;479,322,1049,935;476,303,1100,947;479,321,1104,793;482,270,1135,32;482,265,1205,807;486,318,1368,996;478,317,1466,496;477,269,1577,851;482,264,1721,513;481,290,1726,290;488,286,1864,1126;477,286,1907,887;481,266,1928,1135;481,266,1994,529;481,323,2020,901;482,305,2093,1148;482,265,2211,920;482,266,2312,557;492,253,2319,230;482,264,2464,950;482,265,2537,0;488,286,2590,964;482,265,2656,1192;483,249,2668,341;478,313,2780,1203;482,265,2813,989;483,323,2858,263;477,269,2967,1217;476,304,3107,1019;482,265,3187,1030;482,265,3436,1250;477,268,3509,392;481,266,3518,540;482,305,3583,1072;477,286,3589,1435;482,265,3700,1270;482,265,3720,1440;482,264,3763,1276;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;
0,323,468,330:469,326,87,64;468,329,177,692;457,319,179,83;468,330,193,694;459,323,223,148;467,330,271,749;427,315,295,146;467,330,321,757;468,330,404,119;469,322,534,179;469,323,535,421;467,321,580,167;460,322,584,825;467,330,605,740;459,322,618,438;468,329,772,872;467,330,930,775;467,330,957,779;467,330,1041,1338;467,330,1058,936;467,330,1059,937;467,330,1065,460;467,330,1093,189;467,330,1095,945;468,329,1096,946;467,330,1098,222;468,330,1099,462;467,330,1106,458;467,330,1110,949;467,330,1111,794;468,329,1112,794;468,329,1114,950;469,330,1115,795;467,330,1130,797;427,315,1287,1349;467,330,1787,516;467,329,1870,885;390,374,1919,524;467,329,2170,226;405,354,2266,926;464,324,2433,562;467,330,2647,581;466,331,2665,971;469,322,2697,514;468,329,3208,1032;454,319,3633,1079;468,329,3757,1441;454,319,3769,1277;369,413,3777,665;464,320,3802,128;468,329,3954,1118;467,329,4004,681;464,324,4078,1129;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;
0,331,468,377:458,380,59,60;468,330,172,81;468,330,193,694;454,382,209,90;459,323,223,148;469,349,246,703;469,367,293,154;427,315,295,146;470,373,372,153;467,330,375,1313;468,351,414,3;469,334,428,783;469,352,441,171;467,330,605,740;468,351,622,837;467,330,957,779;467,330,1098,222;467,330,1106,458;467,330,1110,949;467,330,1111,794;469,331,1117,78;469,336,1122,1341;469,343,1128,31;427,315,1287,1349;460,380,1420,834;453,383,1534,200;467,330,1608,856;460,379,1626,506;469,337,1717,1088;467,330,1787,516;467,330,1882,887;467,330,1893,1371;390,374,1919,524;467,330,1995,896;468,350,2215,551;462,380,2229,93;468,351,2254,1386;405,354,2266,926;467,330,2647,581;470,365,2663,1192;466,331,2665,971;468,330,2671,1401;465,381,2740,1198;470,347,2755,1199;467,330,2946,357;467,330,2950,1410;406,362,3019,1013;390,374,3369,1246;470,347,3521,1258;467,381,3559,1433;454,319,3633,1079;467,331,3745,663;369,413,3777,665;468,351,4022,1449;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;
469,323,479,329:469,326,87,64;479,325,143,135;479,322,168,79;468,329,177,692;469,330,325,1311;478,324,347,108;477,330,436,784;470,321,499,803;479,322,511,164;469,322,534,179;469,323,535,421;471,326,543,421;479,330,579,424;479,325,660,746;470,321,765,1326;479,322,836,444;470,325,840,765;479,322,1049,935;477,330,1057,1339;479,326,1062,789;471,329,1064,1339;469,330,1066,1340;475,323,1113,225;471,326,1286,979;470,321,1459,35;470,321,1519,842;474,323,1597,1048;472,322,1922,525;469,329,1942,309;478,324,1943,1373;475,327,1983,6;479,323,1999,897;479,324,2430,330;479,323,2443,1176;479,323,2560,1185;479,323,2660,970;469,321,2677,972;469,322,2697,514;479,323,2702,976;470,321,2714,586;479,324,2922,356;474,323,2951,1216;478,324,3201,112;468,329,3208,1032;479,323,3579,651;479,323,3712,659;479,323,3863,555;479,325,3919,1447;468,329,3954,1118;471,329,4017,682;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;
469,330,479,377:468,330,193,694;469,349,246,703;469,367,293,154;469,330,325,1311;470,373,372,153;469,334,428,783;477,330,436,784;469,352,441,171;478,333,444,1315;477,351,455,157;482,372,559,423;479,330,579,424;468,351,622,837;473,332,659,62;478,333,712,858;477,356,731,197;477,330,1057,1339;471,329,1064,1339;469,330,1066,1340;468,330,1099,462;469,330,1115,795;469,331,1117,78;469,336,1122,1341;470,347,1124,460;469,343,1128,31;470,347,1312,986;470,347,1456,495;469,337,1717,1088;469,329,1942,309;475,327,1983,6;478,356,2178,1383;468,350,2215,551;477,356,2250,1158;468,351,2254,1386;469,330,2381,1170;470,365,2663,1192;468,330,2671,1401;483,374,2721,344;470,347,2755,1199;478,337,2804,347;478,332,2875,997;478,371,3049,608;478,351,3095,613;468,329,3208,1032;477,356,3348,1425;478,366,3432,1059;470,347,3521,1258;467,381,3559,1433;478,356,3803,1281;480,363,3899,301;471,329,4017,682;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;
0,378,462,385:461,381,57,32;458,380,59,60;454,382,209,90;460,381,212,91;460,380,235,739;462,384,373,719;461,381,408,722;461,381,419,777;462,384,540,816;462,384,554,1318;462,384,555,735;460,381,891,900;462,384,900,72;451,389,937,208;460,381,1351,1352;460,380,1420,834;462,385,1514,841;461,381,1526,1037;462,384,1529,843;453,383,1534,200;462,384,1618,857;460,379,1626,506;461,382,1669,510;460,382,1695,867;460,383,1699,286;462,384,1770,1365;460,381,1786,1366;462,384,1879,886;460,380,1891,1131;390,374,1919,524;462,380,2229,93;462,384,2389,1171;462,384,2390,503;460,380,2683,973;462,384,2706,585;462,385,2843,992;406,362,3019,1013;462,384,3061,1224;461,381,3115,1227;461,379,3186,1419;462,384,3237,1037;390,374,3369,1246;462,384,3469,0;460,380,3484,1430;461,382,3587,394;460,380,3741,1441;369,413,3777,665;460,381,3860,668;460,380,3900,672;460,380,3994,412;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;
0,386,462,390:462,388,91,705;452,389,132,1306;452,389,195,88;454,382,209,90;462,387,425,782;452,389,533,732;452,389,628,744;454,390,665,846;455,389,778,66;462,384,900,72;451,389,937,208;453,389,1040,934;454,390,1043,785;451,389,1449,259;452,389,1516,1035;453,383,1534,200;460,383,1699,286;452,389,1789,1107;455,390,1868,1370;390,374,1919,524;451,389,1961,485;456,390,1966,90;462,388,2091,1148;453,389,2469,1394;462,385,2666,341;452,390,2741,515;452,390,2796,259;462,385,2843,992;461,388,2944,1215;452,390,2955,1217;455,389,2992,1411;406,362,3019,1013;462,384,3237,1037;454,390,3249,1421;461,387,3277,1044;452,390,3298,1047;452,390,3321,379;390,374,3369,1246;458,388,3395,1055;454,390,3433,1060;462,384,3469,0;462,387,3512,1066;463,385,3586,1263;452,389,3598,1435;455,390,3750,403;455,390,3754,1441;369,413,3777,665;452,389,3780,1096;455,390,3912,1112;461,388,3953,1292;453,389,3984,1121;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;
463,378,479,384:462,384,88,57;469,383,344,163;470,373,372,153;462,384,540,816;462,384,554,1318;462,384,555,735;462,384,603,1320;469,384,672,847;469,384,770,438;463,385,916,1332;482,382,1181,12;470,384,1190,232;467,381,1193,963;469,384,1241,0;465,386,1272,816;476,386,1313,821;469,384,1422,491;462,384,1529,843;462,384,1618,857;460,379,1626,506;462,384,1662,509;469,384,1694,1081;462,384,1770,1365;469,384,1792,0;462,384,1879,886;468,384,2123,542;462,380,2229,93;462,384,2390,503;463,385,2574,572;470,384,2601,1188;484,377,2673,1193;462,384,2706,585;483,374,2721,344;465,381,2740,1198;463,385,2747,0;462,384,2754,257;476,386,2776,1201;463,384,2864,353;478,371,3049,608;470,384,3088,1417;461,381,3115,1227;462,384,3237,1037;469,384,3439,1250;464,386,3459,1062;470,384,3488,288;470,384,3517,1257;467,381,3559,1433;461,382,3587,394;469,384,3596,1263;469,384,3644,1267;469,383,3726,1272;469,384,3735,548;469,383,3813,1100;465,382,3909,409;462,384,4052,1126;470,384,4087,1303;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;
463,385,479,390:463,385,83,704;462,384,88,57;462,388,91,705;462,384,373,719;462,384,377,768;479,390,396,1313;462,387,425,782;462,384,540,816;480,387,638,428;463,385,661,429;463,385,689,750;469,384,770,438;463,385,905,1332;463,385,916,1332;462,385,985,212;463,385,1025,454;470,384,1190,232;477,387,1221,970;469,384,1241,0;465,386,1272,816;476,386,1313,821;463,388,1416,13;462,385,1514,841;462,384,1662,509;463,385,1867,884;462,384,1879,886;463,385,1881,522;462,388,2091,1148;468,384,2123,542;462,384,2390,503;463,385,2479,0;462,384,2568,511;463,385,2574,572;470,384,2601,1188;462,385,2666,341;465,386,2713,1402;463,385,2747,0;463,385,2770,1200;476,386,2776,1201;462,385,2843,992;463,384,2864,353;462,384,3061,1224;469,385,3105,273;462,385,3113,0;462,384,3237,1037;479,390,3357,633;463,385,3458,1252;464,386,3459,1062;470,384,3488,288;462,387,3512,1066;463,385,3586,1263;469,384,3644,1267;477,387,3662,398;463,385,3672,1084;462,385,3697,1088;469,384,3735,548;462,384,4052,1126;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;499,225,0,20;
