0,383,462,393:458,380,14,6;462,388,22,22;452,389,48,190;462,384,138,339;462,384,150,109;460,381,222,194;454,390,260,198;273,531,386,130;460,382,423,349;460,383,424,73;462,384,469,290;390,374,479,135;462,388,522,138;462,385,710,309;452,390,738,256;406,362,754,157;461,381,778,261;458,388,848,269;461,382,896,169;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;
463,344,479,382:477,351,113,181;482,372,139,20;484,377,173,21;477,356,182,190;487,342,244,59;484,386,475,135;468,350,553,60;470,365,665,150;460,380,670,245;470,347,688,247;478,351,773,315;461,381,778,261;469,384,859,270;467,381,889,72;478,356,950,330;480,363,974,175;470,384,1021,371;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;
463,383,479,393:463,385,20,0;462,388,22,22;462,384,150,109;463,385,466,289;462,384,469,290;484,386,475,135;462,388,522,138;468,384,530,227;463,385,619,302;463,385,686,307;462,385,710,309;461,381,778,261;469,384,859,270;464,386,864,323;467,381,889,72;461,382,896,169;469,384,933,279;470,384,1021,371;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;
480,323,479,324:478,324,86,41;479,322,127,50;479,324,192,217;479,322,201,341;479,322,338,259;480,324,406,71;480,323,463,289;479,323,499,137;479,323,589,13;479,323,596,235;479,323,610,137;480,324,647,242;479,324,700,153;479,323,894,274;480,324,917,328;479,323,965,368;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;
480,325,479,325:479,325,35,37;478,324,86,41;479,324,103,200;479,325,128,183;479,324,177,212;479,324,192,217;479,325,231,230;479,325,234,231;479,325,275,343;479,324,370,212;480,324,406,71;479,324,493,222;479,325,691,248;479,324,700,153;479,325,709,359;479,324,793,263;479,325,935,329;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;
480,323,484,324:480,324,45,14;480,323,107,106;480,324,108,201;479,324,192,217;480,324,194,218;480,323,302,248;480,324,310,126;479,322,338,259;480,323,463,289;480,323,564,141;480,323,581,144;479,323,596,235;483,325,644,148;480,324,647,242;480,323,664,358;480,324,887,168;480,324,917,328;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;
480,325,484,325:480,324,45,14;480,325,96,105;480,325,170,210;480,324,241,196;480,325,295,344;480,324,310,126;480,324,334,128;481,325,345,206;480,324,406,71;480,324,563,298;480,324,599,235;483,325,644,148;479,325,691,248;480,324,745,313;479,324,793,263;480,324,887,168;480,324,917,328;480,325,975,332;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;
480,326,481,325:479,325,35,37;480,325,96,105;479,325,128,183;480,325,137,185;480,325,156,110;480,325,170,210;479,325,231,230;480,325,295,344;481,325,345,206;480,325,391,272;479,325,562,297;480,324,599,235;479,325,691,248;480,325,720,252;480,324,745,313;479,325,935,329;480,325,975,332;480,325,976,282;479,325,979,175;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;
480,326,481,393:482,364,78,35;482,373,82,18;477,351,113,181;480,325,137,185;482,372,139,20;479,330,144,45;484,377,173,21;487,342,244,59;481,325,345,206;482,364,435,124;484,386,475,135;479,325,562,297;478,332,718,251;480,325,720,252;483,374,728,311;478,351,773,315;478,356,950,330;480,363,974,175;480,325,976,282;479,325,979,175;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;
482,326,484,368:488,351,76,197;482,364,78,35;477,351,113,181;482,372,139,20;479,330,144,45;487,342,244,59;481,325,345,206;482,364,435,124;489,334,468,290;485,353,471,77;482,364,507,224;483,325,644,148;478,332,718,251;480,325,720,252;478,351,773,315;484,373,805,93;478,356,950,330;480,363,974,175;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;
482,369,484,393:483,373,63,336;483,373,69,16;482,364,78,35;482,373,82,18;483,373,126,338;482,372,139,20;484,377,173,21;483,373,197,219;483,374,254,342;483,373,350,207;488,394,354,51;483,373,384,214;487,378,430,218;484,373,436,218;484,386,475,135;483,373,484,136;483,374,728,311;484,373,805,93;484,373,1004,151;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;
485,0,498,226:497,225,1,103;497,225,2,19;499,224,8,8;499,225,24,182;434,87,30,179;501,223,59,28;497,226,230,195;499,225,258,122;497,226,318,346;499,225,418,131;498,224,567,142;497,227,590,234;527,218,594,83;485,235,602,14;499,224,689,248;501,223,829,319;497,225,871,96;498,224,926,171;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;
485,227,498,227:497,225,1,103;497,225,2,19;497,226,12,4;497,226,36,107;497,226,110,106;497,226,123,182;497,226,158,208;497,227,198,114;497,226,228,117;497,226,230,195;499,225,258,122;497,226,318,346;497,226,333,205;499,225,418,131;497,226,434,286;497,227,590,234;485,235,602,14;500,226,766,259;497,225,871,96;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;
499,0,499,224:499,224,8,8;501,223,59,28;499,224,141,108;499,224,199,220;499,224,243,120;499,224,266,237;499,224,409,279;499,224,440,288;527,218,594,83;499,224,628,356;499,224,689,248;499,224,696,307;501,223,829,319;499,224,922,278;498,224,926,171;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;
499,225,499,227:499,225,7,104;499,225,24,182;497,226,110,106;499,224,141,108;499,225,142,186;499,224,180,111;499,224,190,216;499,225,195,192;499,224,219,0;497,226,228,117;499,225,258,122;499,225,418,131;499,224,440,288;499,224,689,248;499,224,698,308;499,225,762,157;500,226,766,259;499,224,922,278;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;
485,228,485,241:484,241,11,105;484,241,40,12;484,241,64,29;484,240,70,17;484,240,129,183;484,240,257,198;484,241,372,267;484,240,403,276;484,240,405,277;486,239,451,3;484,240,483,291;484,240,489,352;484,241,491,78;485,241,524,294;484,240,525,227;485,237,558,140;485,235,602,14;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;
485,242,485,293:484,241,11,105;492,252,57,41;484,241,64,29;484,243,91,104;484,244,122,205;484,246,213,193;482,270,283,61;477,286,476,220;484,241,491,78;484,243,542,295;482,265,552,133;492,253,579,355;483,242,650,62;492,253,669,245;484,243,855,322;484,245,906,276;482,264,940,74;484,243,1013,334;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;
486,228,499,244:484,241,11,105;492,252,57,41;484,241,64,29;484,243,91,104;484,244,122,205;497,227,198,114;497,226,228,117;497,226,333,205;484,241,372,267;486,239,451,3;485,241,524,294;485,237,558,140;485,235,602,14;495,234,717,310;500,226,766,259;495,235,779,262;500,229,822,318;484,243,1013,334;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;
486,245,499,293:492,252,57,41;508,266,101,45;505,288,105,46;484,244,122,205;492,253,125,43;506,293,171,189;484,246,213,193;482,270,283,61;492,253,303,345;486,239,451,3;477,286,476,220;482,265,552,133;492,253,579,355;492,253,669,245;495,235,779,262;482,305,895,73;484,245,906,276;482,264,940,74;492,253,991,150;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;
500,0,529,224:501,223,59,28;523,222,98,180;529,224,112,107;529,223,134,51;499,225,162,110;499,224,243,120;505,225,331,205;529,224,407,278;529,224,453,351;529,223,501,223;527,218,594,83;501,224,611,145;499,224,628,356;501,225,726,253;501,223,829,319;529,223,878,364;499,224,908,98;498,224,926,171;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;
500,225,529,225:523,222,98,180;529,224,112,107;499,225,142,186;499,225,162,110;499,224,180,111;499,224,190,216;499,225,195,192;499,224,219,0;499,224,227,229;499,225,258,122;499,224,266,237;505,225,331,205;499,224,409,279;499,225,418,131;499,224,440,288;501,224,611,145;501,225,726,253;499,224,908,98;499,225,934,366;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;
530,0,4095,223:537,225,102,42;541,221,121,182;529,223,134,51;540,221,168,188;544,222,216,227;529,223,238,232;538,225,247,120;537,225,268,124;544,222,290,202;540,221,299,246;529,223,365,210;529,223,501,223;535,224,541,4;540,220,593,300;527,218,594,83;536,225,631,357;529,223,681,358;543,218,743,313;529,223,878,364;555,258,949,279;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;
530,224,4095,225:537,225,102,42;529,224,112,107;537,225,245,342;538,225,247,120;537,225,268,124;544,222,290,202;537,225,294,244;537,225,296,245;540,221,299,246;529,224,319,254;529,223,365,210;529,224,407,278;529,224,453,351;537,225,482,136;529,223,501,223;535,224,541,4;536,225,631,357;537,225,684,359;537,225,836,164;537,225,885,325;555,258,949,279;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;
500,226,515,246:492,252,57,41;523,222,98,180;492,253,125,43;499,225,162,110;499,225,258,122;505,225,331,205;523,229,343,129;499,225,418,131;532,237,464,351;501,224,611,145;495,234,717,310;501,225,726,253;500,226,766,259;495,235,779,262;500,229,822,318;502,229,910,30;499,225,934,366;511,265,951,33;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;
500,247,515,293:506,292,39,336;508,266,101,45;505,288,105,46;492,253,125,43;507,294,161,188;506,293,171,189;507,292,214,226;523,229,343,129;509,292,393,273;509,285,457,219;532,237,464,351;492,253,579,355;506,293,679,306;495,235,779,262;506,293,902,326;502,229,910,30;509,292,937,172;510,266,948,367;511,265,951,33;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;
516,226,4095,225:523,222,98,180;529,224,112,107;538,225,247,120;537,225,268,124;537,226,282,242;544,222,290,202;537,225,294,244;537,225,296,245;529,224,319,254;523,229,343,129;529,224,407,278;537,225,481,221;537,225,482,136;535,224,541,4;536,225,631,357;537,225,684,359;537,225,836,164;537,225,885,325;537,225,899,275;537,225,932,366;555,258,949,279;538,225,1017,335;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;
516,226,4095,293:523,222,98,180;529,224,112,107;537,226,140,108;535,232,160,53;538,225,247,120;537,226,282,242;544,222,290,202;529,224,319,254;505,225,331,205;523,229,343,129;537,246,348,346;555,286,431,25;509,285,457,219;532,237,464,351;540,247,487,221;535,224,541,4;536,225,631,357;537,225,836,164;537,225,899,275;509,292,937,172;555,258,949,279;511,265,951,33;538,225,1017,335;510,414,0,6;510,414,0,6;510,414,0,6;
485,294,492,322:490,322,32,185;480,323,107,106;506,293,171,189;490,322,178,213;490,321,208,22;490,321,217,228;490,322,218,194;489,322,304,345;490,322,413,217;489,321,427,350;477,286,476,220;480,323,581,144;483,325,644,148;490,322,750,257;489,322,844,69;482,305,895,73;490,321,914,328;490,322,941,367;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;
485,323,492,339:490,322,32,185;492,328,90,337;479,330,144,45;490,322,178,213;490,322,218,194;487,342,244,59;489,322,304,345;490,322,413,217;489,321,427,350;489,334,468,290;492,328,616,238;483,325,644,148;492,328,657,305;492,324,702,87;496,338,765,91;489,322,844,69;489,334,915,169;490,322,941,367;492,328,947,173;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;
493,294,504,331:503,331,16,2;503,331,84,199;492,328,90,337;498,323,119,7;507,294,161,188;506,293,171,189;490,321,208,22;492,328,543,229;492,328,616,238;492,328,657,305;506,293,679,306;492,324,702,87;490,322,750,257;482,305,895,73;490,322,941,367;492,328,947,173;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;
493,332,504,339:503,331,16,2;503,333,19,180;496,338,38,108;503,331,84,199;503,334,209,193;504,333,236,341;504,332,272,200;503,332,286,125;496,338,404,216;489,334,468,290;492,328,543,229;496,338,656,242;504,334,715,310;496,338,765,91;503,342,852,94;489,334,915,169;492,328,947,173;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;
485,340,492,368:488,351,76,197;482,364,78,35;492,364,146,186;488,351,220,116;487,342,244,59;487,364,246,197;492,347,276,48;489,352,332,128;493,365,398,215;488,370,445,74;492,364,449,127;489,334,468,290;485,353,471,77;482,364,507,224;496,356,711,63;496,338,765,91;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;
485,369,492,393:482,364,78,35;484,377,173,21;483,373,197,219;493,381,205,222;487,364,246,197;492,391,301,247;488,394,354,51;493,365,398,215;487,378,430,218;484,373,436,218;488,370,445,74;484,386,475,135;489,387,477,291;489,386,573,298;483,374,728,311;484,373,805,93;484,373,1004,151;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;
493,340,504,365:488,351,76,197;492,364,146,186;487,342,244,59;492,347,276,48;489,352,332,128;502,349,339,260;493,365,398,215;492,364,449,127;502,351,460,289;502,350,492,130;507,367,617,147;496,338,656,242;496,356,711,63;496,338,765,91;500,368,818,266;503,342,852,94;506,353,853,70;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;
493,366,504,393:507,378,18,37;492,364,146,186;497,393,196,114;493,381,205,222;492,391,301,247;493,365,398,215;504,373,417,281;488,370,445,74;504,373,448,350;492,364,449,127;494,381,467,76;489,387,477,291;489,386,573,298;507,367,617,147;503,388,682,86;500,368,818,266;507,367,930,278;499,372,942,99;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;
505,294,515,341:503,331,16,2;503,333,19,180;498,323,119,7;507,294,161,188;506,293,171,189;514,344,193,55;503,334,209,193;507,292,214,226;504,333,236,341;504,332,272,200;509,292,393,273;513,336,671,16;506,293,679,306;504,334,715,310;503,342,852,94;506,293,902,326;509,292,937,172;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;
505,342,515,360:510,353,46,188;515,358,56,40;514,360,136,19;514,344,193,55;502,349,339,260;516,355,432,285;502,351,460,289;515,359,473,290;502,350,492,130;516,355,500,292;507,367,617,147;513,336,671,16;515,360,674,306;515,359,695,359;515,359,703,250;503,342,852,94;506,353,853,70;515,358,912,327;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;
516,294,4095,350:503,331,16,2;519,353,42,24;498,323,119,7;507,294,161,188;514,344,193,55;529,352,335,257;555,286,431,25;516,355,432,285;536,340,555,297;527,338,653,304;513,336,671,16;527,339,694,249;527,341,708,155;527,338,748,140;527,338,875,71;527,338,880,324;509,292,937,172;527,339,995,369;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;
516,351,4095,360:519,353,42,24;515,358,56,40;519,359,106,47;516,358,116,107;514,360,136,19;514,344,193,55;529,352,335,257;555,286,431,25;516,355,432,285;515,358,442,125;515,359,473,290;516,355,500,292;536,340,555,297;519,359,634,84;515,360,674,306;515,359,695,359;515,359,703,250;523,357,823,362;515,358,912,327;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;
505,361,515,373:514,366,47,189;515,360,62,194;514,360,136,19;515,360,174,340;514,363,255,121;515,360,349,346;517,377,397,70;504,373,417,281;505,373,450,134;514,366,486,77;515,360,560,141;507,367,617,147;515,360,674,306;515,360,749,314;514,366,791,361;506,353,853,70;507,367,930,278;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;
505,374,515,393:513,383,4,7;507,378,18,37;517,393,28,11;508,387,53,192;517,378,143,112;511,385,284,201;517,377,397,70;504,373,417,281;509,390,443,350;504,373,448,350;505,373,450,134;514,366,486,77;503,388,682,86;508,379,705,154;516,379,722,252;513,384,851,321;509,390,936,172;508,378,1012,370;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;
516,361,4095,372:515,360,62,194;519,359,106,47;514,363,255,121;529,352,335,257;531,373,340,50;517,377,397,70;555,286,431,25;515,359,473,290;514,366,486,77;536,340,555,297;515,360,560,141;519,359,634,84;515,360,674,306;515,359,703,250;515,360,749,314;514,366,791,361;523,357,823,362;521,375,900,275;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;
516,373,4095,393:513,383,4,7;517,393,28,11;522,393,52,27;517,378,143,112;528,407,172,189;522,393,298,344;531,373,340,50;520,392,389,69;517,377,397,70;555,286,431,25;514,366,486,77;536,340,555,297;522,392,600,355;516,379,722,252;513,384,851,321;521,375,900,275;525,389,970,18;517,378,978,332;522,392,998,370;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;510,414,0,6;
