499,225,651,843;499,225,3553,1069;499,225,206,696;499,224,625,743;499,225,1035,185;499,224,3635,1079;499,224,1741,1095;499,224,429,724;499,225,571,821;499,224,1633,506;499,225,114,72;503,332,1147,1342;503,332,134,73;504,332,1091,461;503,333,1606,1054;503,333,1636,1062;503,333,79,38;
469,321,596,187;469,321,3511,1256;469,321,1912,1133;469,321,1101,462;469,321,175,138;469,321,614,1320;469,321,202,147;469,321,1398,486;469,321,1015,216;470,321,2806,101;469,321,620,742;469,321,1985,311;469,321,21,17;469,321,1722,1362;469,321,3705,1090;469,321,820,1328;469,321,708,434;
601,615,2829,0;583,723,3923,673;572,679,2428,1174;587,723,1320,478;570,687,3068,364;570,690,3547,1259;587,723,2984,268;569,690,1511,265;566,696,73,1304;566,696,3812,1099;565,698,734,436;543,738,2418,328;543,741,1377,83;541,740,1554,503;542,739,1650,1068;542,739,230,149;542,739,2321,1164;
455,390,3750,403;423,441,1481,198;484,396,513,729;488,394,1419,34;495,406,1751,87;456,390,1966,90;494,405,1616,275;463,388,1416,13;491,395,980,456;491,396,119,44;491,396,3402,1428;541,733,1836,1368;541,732,943,454;542,735,1394,832;544,733,2617,247;540,733,1512,1033;540,736,3450,285;
540,221,1199,1345;541,222,464,726;543,222,3010,1221;543,223,3970,1119;540,221,657,1322;540,220,2375,1391;540,221,675,749;543,218,2975,605;543,222,244,741;544,222,2326,934;544,222,49,697;510,414,43,8;510,414,475,797;510,414,1981,311;510,414,2481,239;510,414,370,718;510,414,750,867;
484,241,1491,1354;484,241,47,696;484,241,1967,892;484,241,146,51;484,241,966,917;484,241,1756,1099;484,241,968,1334;484,241,3594,119;484,241,2089,1148;484,241,741,866;484,241,2952,602;466,317,3120,617;466,318,2712,1402;466,318,1197,805;466,318,2252,1158;467,317,1492,499;466,318,1820,1116;
514,363,1023,183;515,360,42,132;515,360,268,152;515,360,541,817;515,360,521,808;515,360,1794,1366;515,360,1177,803;515,360,2243,924;515,360,1028,1338;515,360,3640,1267;515,360,3736,1273;469,321,4015,1298;469,321,596,187;469,321,1912,1133;469,321,3109,1417;469,321,1073,940;469,321,1687,511;
490,380,1757,1364;487,378,1723,289;489,380,1617,505;493,381,823,883;490,380,2010,1141;497,378,3442,387;491,374,3690,292;484,374,1186,79;492,375,3913,558;492,375,1298,1350;492,375,233,702;499,225,571,821;499,225,114,72;499,225,783,174;499,225,1038,932;499,225,914,905;499,225,1361,482;
506,293,1858,884;490,289,418,154;504,287,1674,1077;505,288,423,780;506,293,2719,1403;506,292,860,890;506,292,2688,974;506,292,630,190;506,293,160,53;506,292,3896,1288;506,293,2406,944;469,320,3595,290;469,320,1925,1135;469,320,1007,925;469,321,176,145;469,321,2876,353;469,320,2592,1398;
537,225,1144,954;537,225,2001,312;537,225,2822,992;537,225,832,176;537,225,2104,1150;537,225,645,842;537,225,3347,1425;537,225,1187,1344;537,225,718,752;537,225,3599,1074;537,225,97,67;497,226,4089,689;497,227,3733,1092;497,226,147,1306;497,226,3758,664;497,226,2013,899;497,227,2363,1168;
470,347,1312,986;469,349,246,703;468,350,2215,551;470,347,2755,1199;470,347,3521,1258;478,337,2804,347;469,337,1717,1088;459,323,223,148;466,331,2665,971;469,336,1122,1341;467,331,3745,663;469,321,632,427;469,321,808,762;469,321,1621,1359;469,321,3591,1435;469,321,111,711;469,321,1398,486;
474,272,623,426;474,275,1017,459;477,286,1907,887;488,286,2590,964;497,281,3742,294;477,269,2967,1217;477,269,1577,851;489,266,1097,461;481,266,790,759;482,266,2312,557;482,265,2813,989;461,381,3115,1227;460,380,3900,672;461,381,1526,1037;461,381,419,777;462,380,2229,93;461,381,408,722;
432,92,2667,1192;429,94,2556,570;433,91,3605,395;434,87,123,714;434,85,37,131;434,86,2265,1387;434,86,2720,1403;434,86,1076,791;434,86,2061,905;434,86,2094,540;434,86,226,737;510,414,694,433;510,414,2415,328;510,414,2519,958;510,414,1210,468;510,414,1729,1091;510,414,1263,815;
484,396,1710,476;484,396,513,729;483,394,610,742;489,387,1996,530;492,390,3625,1265;492,391,1297,240;492,391,1207,1346;484,386,2246,14;491,395,980,456;485,398,457,24;491,395,565,423;515,359,1105,223;515,360,1281,819;515,359,1026,1337;515,359,1895,523;515,360,3721,1272;515,360,1021,784;
470,325,840,765;472,322,1922,525;469,323,535,421;470,321,1134,798;470,321,765,1326;470,321,2982,1008;470,321,499,803;470,321,2714,586;470,321,1519,842;469,322,534,179;470,321,528,731;553,702,1658,508;552,702,3775,1442;552,702,2038,533;552,702,706,857;552,702,317,148;552,702,3870,1107;
554,732,2042,534;549,732,253,1309;552,732,2202,919;551,732,3540,648;548,732,2037,532;548,736,3950,1292;554,737,1277,817;554,737,2282,1161;554,736,4072,1302;547,738,2760,589;547,736,3531,392;504,329,500,177;505,333,757,437;503,331,69,37;504,332,1091,461;503,331,339,427;503,332,134,73;
554,720,3179,370;551,717,936,207;554,720,2722,344;551,720,3933,1448;552,720,3522,646;551,720,3440,1061;551,717,1384,485;550,719,1254,976;550,719,2486,332;550,720,1590,853;550,720,1208,967;504,329,500,177;499,330,330,105;503,331,67,36;503,331,339,427;503,333,128,20;503,332,134,73;
505,235,3482,287;521,249,2096,908;510,266,1216,808;492,265,2750,981;508,266,407,167;492,253,380,165;492,252,556,166;492,252,490,801;492,253,1844,1123;492,253,356,717;492,252,561,736;503,333,766,1326;504,333,50,58;503,333,1264,815;503,332,1,21;504,332,1091,461;503,333,1606,1054;
488,232,550,819;486,235,345,715;495,235,1624,1059;489,231,144,49;495,235,217,92;485,235,2411,1172;485,237,1565,849;486,239,1807,213;505,235,3482,287;484,244,2965,105;492,252,556,166;499,224,2130,912;499,224,641,744;499,224,3635,1079;499,224,714,859;499,224,717,1324;499,224,1048,187;
537,740,2049,904;534,741,2777,1202;541,740,1554,503;528,745,3431,386;529,750,3677,1085;540,745,2919,1213;538,750,2624,249;539,748,1411,834;540,747,2449,563;539,748,247,743;539,748,4069,1301;492,391,1297,240;493,394,80,63;491,395,565,423;492,396,1856,300;491,395,96,43;491,395,1769,1365;
479,637,1561,504;559,678,4047,686;503,667,3497,1431;503,667,3823,667;601,615,2829,0;503,667,2844,993;516,672,303,157;513,670,640,1321;512,669,2280,321;512,669,1249,975;512,669,1201,806;493,335,3917,559;493,335,90,65;492,335,2634,513;492,335,3753,1275;494,338,256,142;491,335,2161,91;
546,774,3217,1236;564,775,3403,282;546,774,3058,609;561,757,1641,5;544,767,3156,368;546,760,3157,1026;546,759,2851,1207;550,756,1282,238;547,759,3893,1109;556,755,1047,785;547,759,1432,493;498,225,1629,859;498,225,2730,1404;499,225,3620,122;498,225,653,844;498,225,2846,351;498,225,2856,994;
534,467,1653,861;601,615,2829,0;546,323,2816,262;531,416,3686,1086;531,450,1736,515;527,428,3728,126;529,415,1267,473;533,373,2548,244;528,407,342,149;529,407,2465,1177;532,392,1809,294;492,394,86,40;491,395,546,434;491,395,565,423;491,395,1769,1365;491,395,3792,1279;491,395,3727,661;
501,228,3602,395;502,227,309,147;499,226,28,19;499,226,1030,928;500,226,260,95;499,226,3962,1293;500,229,3291,629;498,228,3164,274;498,227,2808,348;498,227,1173,1344;499,226,2318,1389;494,405,1616,275;485,398,457,24;492,396,1856,300;491,396,3930,1447;491,396,3402,1428;491,395,3727,661;
577,776,2303,556;577,775,3928,1447;576,774,2503,567;584,777,3169,1028;582,771,3568,650;582,773,355,150;583,775,3848,1104;582,774,3243,625;582,774,3979,1448;583,775,4030,1299;583,774,3038,1015;479,321,538,180;481,323,2020,901;479,322,2644,250;480,322,77,703;480,323,3228,1035;480,323,431,724;
583,723,3923,673;583,723,3168,1232;581,725,2523,509;581,725,3252,1040;557,709,1407,195;558,706,951,180;578,732,3421,1056;559,728,2968,357;557,722,3675,399;556,721,2365,325;571,734,1540,502;480,323,3228,1035;480,323,1982,1139;480,323,431,724;480,323,453,125;480,323,2659,582;480,323,1644,1066;
579,749,3835,1102;579,751,3099,614;577,750,3085,612;577,749,3247,1039;577,749,3383,1052;577,750,3260,1239;577,750,2287,1161;576,749,2122,542;577,749,2374,939;577,749,2569,570;576,749,3205,1031;490,322,384,1313;490,322,1655,862;490,321,1728,514;490,322,834,887;490,322,715,435;490,321,2801,988;
520,724,3684,1438;521,730,2551,1397;499,698,2238,320;501,700,3373,1246;521,720,2495,333;521,730,335,761;489,797,3632,9;515,751,3329,49;513,712,2766,346;506,713,1196,804;513,711,2985,1009;491,1251,1938,889;490,1248,3519,1258;490,1248,2173,547;404,1268,2195,2;490,1249,3479,1063;490,1248,3466,642;
521,730,335,761;522,732,3525,1066;489,797,3632,9;506,780,2203,550;522,747,1194,1345;523,743,3071,611;522,747,2725,977;515,752,2315,501;520,754,2347,559;512,768,3693,1087;507,719,3326,48;488,232,550,819;494,227,1788,1106;494,226,2242,924;495,235,1624,1059;493,237,1933,39;494,231,397,118;
527,338,388,1313;527,338,3503,1255;527,339,2392,941;527,339,564,436;527,341,2835,1405;534,343,1477,262;527,340,1022,927;527,338,488,728;527,339,3983,1121;527,338,2615,1399;527,338,2995,1219;537,735,2607,337;539,737,2325,557;536,736,2626,966;535,737,897,71;536,736,2332,1166;536,736,3387,1054;
479,330,579,424;489,323,1469,260;489,322,3379,1052;482,335,3794,405;480,326,2181,917;491,324,4080,1130;483,323,2858,263;483,325,2579,1186;481,325,301,102;489,334,3663,657;492,328,3646,655;484,241,1491,1354;484,241,259,422;485,241,2099,315;484,241,568,26;484,241,1373,484;484,241,966,917;
218,775,1832,89;172,1369,3593,652;225,1155,1278,81;219,1292,311,712;219,1293,2728,978;219,1293,2587,574;214,1244,3536,393;203,1269,1822,1367;203,1269,1353,993;204,1269,1340,824;203,1269,2289,499;507,292,859,446;507,291,1381,1000;506,292,630,190;507,291,817,446;507,291,932,911;507,291,1545,845;
580,737,1560,848;579,736,3215,1033;566,735,2573,572;571,734,1540,502;582,743,1713,869;578,747,3103,614;563,742,3390,383;568,750,3163,369;574,750,3259,375;576,749,3279,276;582,740,2290,1162;506,293,2719,1403;507,292,1141,228;506,293,687,29;506,293,3611,1076;507,294,647,170;506,293,2406,944;
469,316,1294,82;467,318,780,440;467,319,2824,1205;468,320,1976,1375;468,320,2267,927;468,320,2461,1177;471,320,2947,265;469,320,3595,290;469,320,326,714;470,320,1142,229;469,321,727,754;469,321,1663,863;469,321,2124,543;469,321,3294,376;469,321,935,453;469,321,1012,458;469,321,846,767;
511,265,3807,551;555,286,1727,514;548,294,1689,866;509,285,1831,88;521,249,1402,488;521,249,2096,908;550,257,3069,610;511,266,1984,893;510,266,1216,808;510,266,3795,1280;498,226,3634,654;497,225,2810,261;497,226,443,156;498,226,192,86;498,225,1629,859;497,225,1778,876;497,225,3487,1064;
470,321,1357,482;470,321,1134,798;470,321,960,454;470,321,959,1334;470,321,611,1320;470,321,2691,583;470,321,16,15;470,320,262,705;470,320,1366,483;470,321,2970,604;546,745,2972,604;549,750,3624,123;545,750,3878,1287;545,746,1790,1108;543,750,2854,352;542,746,3375,383;544,746,1045,1339;
461,382,3587,394;465,382,3909,409;462,380,2229,93;462,384,2754,257;462,384,1662,509;462,384,4052,1126;462,384,1529,843;463,385,916,1332;463,385,2574,572;463,384,2864,353;498,224,797,874;499,224,852,203;499,224,2092,907;499,224,720,1324;499,224,1926,525;499,224,2969,603;499,224,1318,821;
433,91,3605,395;428,97,1042,1;501,223,2778,1202;501,223,3319,535;527,218,2379,97;498,224,761,65;516,223,426,723;501,224,2447,330;507,225,2362,938;505,225,1327,823;503,333,766,1326;504,333,3510,645;504,332,1091,461;504,333,948,778;504,333,1852,1368;503,333,637,191;503,333,79,38;
546,323,2816,262;509,292,3751,1094;529,335,3746,402;512,328,964,1334;512,328,3025,1013;504,325,430,1315;504,329,500,177;507,294,647,170;504,325,461,794;498,322,2892,104;538,225,991,457;540,224,3276,275;538,225,474,1315;537,225,3830,1101;537,224,3958,676;537,225,3869,1285;537,225,1760,1101;
541,711,2160,225;549,689,753,437;509,689,2584,573;520,691,2962,1007;521,720,2495,333;549,695,219,699;512,707,3748,1274;511,706,1484,1025;549,698,1573,203;513,712,2766,346;454,382,209,90;469,367,293,154;468,351,414,3;460,382,1695,867;460,380,235,739;460,380,1420,834;460,381,3860,668;
479,325,2251,321;480,325,520,730;480,325,387,115;480,325,3907,1111;479,325,927,774;480,325,683,850;479,325,721,1324;479,325,705,856;479,325,2767,984;479,325,560,182;469,321,1991,895;470,321,2019,1376;469,321,2998,1220;469,321,2293,929;470,321,886,898;470,321,1209,233;470,321,2859,995;
471,329,1064,1339;469,337,1717,1088;471,329,4017,682;469,334,428,783;477,330,436,784;478,333,712,858;478,333,444,1315;478,337,2804,347;475,327,1983,6;469,331,1117,78;510,414,370,718;510,414,1405,253;510,414,2415,328;510,414,129,134;510,414,759,871;510,414,180,729;510,414,2128,1380;
481,245,1515,1034;480,245,1755,873;480,245,918,451;483,248,1525,500;480,245,669,430;484,246,855,445;482,245,332,426;482,245,743,1325;482,245,48,133;482,245,1612,274;498,400,2877,596;497,393,787,445;498,394,2334,559;492,391,1297,240;492,396,1856,300;497,393,454,792;492,394,86,40;
505,412,3783,1278;504,411,3790,549;504,411,214,697;504,408,2459,564;506,413,3660,656;506,407,2155,316;507,410,2021,1142;507,409,1330,469;507,409,1444,257;507,409,1251,812;471,326,1286,979;470,325,840,765;464,324,4078,1129;471,326,543,421;467,329,4004,681;469,323,535,421;468,329,3954,1118;
428,97,1042,1;501,223,2778,1202;501,223,239,58;500,224,182,692;497,224,648,192;499,224,889,70;499,224,1828,881;498,224,850,768;498,224,3707,1439;498,224,368,151;493,335,3917,559;492,335,89,41;491,335,2161,91;496,338,2285,555;494,338,256,142;495,332,872,447;496,338,3682,399;
454,390,3249,1421;454,390,665,846;454,390,3433,1060;453,389,2469,1394;453,383,1534,200;455,389,2992,1411;455,390,3912,1112;454,382,209,90;456,390,1966,90;458,388,3395,1055;497,226,2809,592;497,226,1830,1367;497,225,949,179;497,226,924,205;497,226,1275,977;497,226,41,7;497,226,824,764;
458,1053,1834,1120;424,1089,1478,498;424,1089,3311,1242;424,1089,2356,1168;507,1157,1841,882;410,1101,3486,643;424,1089,3317,378;438,1148,1165,191;469,1172,3153,619;439,1149,2849,352;537,225,1187,1344;537,225,866,30;537,225,3384,1247;537,225,3731,661;537,225,3599,1074;537,225,3543,1068;537,225,3628,1078;
515,426,2142,224;495,406,1751,87;515,424,1599,1359;515,425,2703,1195;501,409,2248,320;506,413,3660,656;506,413,3972,1120;514,424,827,764;510,416,1024,184;512,419,459,158;483,249,2668,341;492,253,2319,230;492,253,2679,1401;492,253,4045,685;492,253,1157,462;492,252,231,10;492,253,1234,470;
498,400,1696,1082;497,400,3561,289;501,400,2078,906;503,404,679,1323;503,406,1660,280;503,404,3689,400;503,402,1418,491;503,402,1900,304;503,402,1779,877;503,402,1202,966;479,325,939,1332;479,325,116,713;479,324,613,437;479,324,1975,528;479,324,406,120;479,324,1483,498;479,325,2839,1206;
500,224,182,692;499,224,1828,881;499,224,1762,1103;498,224,761,65;500,225,784,441;499,225,288,753;499,224,109,71;499,224,625,743;499,224,2576,1186;499,225,651,843;479,323,2660,970;479,323,1276,817;479,322,292,754;479,322,1355,481;479,322,121,1305;479,322,807,762;479,322,168,79;
529,739,3991,679;535,735,371,152;535,736,2526,1182;539,737,2325,557;536,736,2626,966;536,736,145,50;536,736,2331,1165;534,741,2777,1202;536,736,2422,945;537,740,2049,904;499,224,889,70;499,224,922,908;499,224,2737,1404;499,224,625,743;499,224,641,744;499,224,2576,1186;499,224,1132,463;
460,383,1699,286;462,384,1770,1365;462,384,555,735;462,384,540,816;462,384,3237,1037;462,385,2666,341;462,384,3061,1224;462,384,2706,585;462,384,2389,1171;462,385,2843,992;499,225,571,821;499,225,178,21;499,224,1633,506;499,224,104,1305;499,225,36,28;499,224,798,761;499,225,1361,482;
552,702,908,450;552,702,3978,1295;552,702,735,864;552,702,1174,802;552,702,1118,796;552,702,2654,1400;552,702,3576,650;552,702,3722,401;552,702,2757,982;552,702,828,885;503,331,67,36;503,331,339,427;503,331,69,37;503,333,128,20;503,332,1,21;503,332,1147,1342;504,332,1091,461;
498,226,192,86;497,226,2881,1408;497,226,1739,870;497,226,2684,1194;497,226,495,728;497,226,2077,1379;497,226,1335,194;497,226,1945,1373;497,226,443,156;497,226,923,774;510,411,3235,372;509,412,671,430;509,412,1963,1374;509,413,1704,1362;510,413,2557,961;510,413,1393,252;510,413,988,1335;
492,347,1107,1341;502,349,1359,827;491,348,941,453;491,348,2872,1407;496,356,2847,993;502,351,1843,214;494,338,256,142;488,342,1446,258;502,343,544,733;496,338,2627,338;514,367,1404,489;509,363,2980,358;508,369,1125,463;507,367,510,804;507,366,1664,509;507,367,2471,1178;507,366,666,747;
190,1385,2213,418;491,1251,1938,889;172,1369,3593,652;222,1295,2692,584;239,1302,3506,644;242,1302,3129,1418;242,1302,3654,1437;404,1268,2195,2;245,1300,1372,483;244,1301,361,718;359,1106,2097,222;356,1108,2957,520;356,1109,1293,475;356,1108,3307,630;356,1108,3542,1259;356,1108,3688,1270;356,1108,2734,587;
479,245,1129,227;479,245,3546,17;480,244,401,773;480,244,165,691;482,242,261,144;480,244,1307,1350;482,243,739,198;483,243,670,171;482,245,48,133;481,245,1515,1034;482,372,559,423;483,374,2721,344;482,373,331,760;482,373,3816,1444;483,374,2915,599;483,373,2517,957;483,373,816,763;
471,329,4017,682;469,334,428,783;469,330,1066,1340;473,332,659,62;469,330,2381,1170;469,330,1115,795;468,330,2671,1401;467,331,3745,663;468,330,172,81;467,330,2946,357;470,321,1009,926;470,321,1702,868;470,321,1503,1030;470,321,16,15;470,321,2643,1191;470,321,2970,604;470,321,2689,343;
484,377,695,852;484,374,498,802;484,373,4019,1299;487,378,1723,289;491,374,3690,292;484,373,913,450;484,373,1747,872;484,374,3464,1252;484,373,2632,967;491,376,652,28;479,322,511,164;479,323,1999,897;479,323,2660,970;479,322,836,444;479,322,121,1305;479,322,106,70;479,322,885,1331;
327,857,3670,18;426,987,2043,7;447,915,1225,1347;435,856,3265,626;435,856,3822,407;447,885,285,99;447,885,4006,1123;450,904,3008,361;450,880,3011,107;435,856,1240,973;513,349,1902,305;516,355,1731,870;519,353,3937,561;517,355,201,732;518,356,3562,649;520,354,3526,1067;519,353,2628,579;
218,775,1832,89;235,824,169,727;327,1120,3110,1020;320,1143,3219,1236;324,1123,242,702;235,824,1323,822;317,1152,2084,315;184,1278,3786,52;215,1244,2207,1156;214,1244,3536,393;468,330,193,694;468,330,2671,1401;469,331,1117,78;467,330,957,779;467,330,1110,949;467,330,2946,357;467,330,1995,896;
476,304,3107,1019;478,313,2780,1203;462,313,3441,284;478,317,1466,496;466,317,3120,617;472,321,2942,1005;467,317,1492,499;471,320,2947,265;467,318,780,440;470,320,4,54;540,749,2373,560;539,748,3789,1443;539,748,3874,1286;539,748,247,743;539,748,1044,455;540,747,2449,563;539,748,4069,1301;
546,741,2158,547;543,738,2418,328;542,739,8,23;541,740,1554,503;545,739,3997,680;546,741,3971,1294;540,745,2919,1213;544,746,3986,1296;546,741,4011,682;542,746,3375,383;454,319,3633,1079;454,319,3769,1277;462,313,3441,284;459,322,618,438;459,323,223,148;464,320,3802,128;460,322,584,825;
338,1150,1863,521;327,1120,1517,842;370,1152,3665,1438;370,1152,3123,1227;339,1112,2981,267;359,1106,2097,222;393,1119,3305,377;356,1109,3355,1245;356,1109,1293,475;356,1109,4082,1452;507,1157,3873,408;496,1198,2826,1205;498,1199,2345,935;473,1177,1018,783;473,1177,2367,1390;507,1157,1841,882;469,1172,3153,619;
482,366,2636,339;482,372,559,423;484,373,4019,1299;484,373,3223,1421;484,372,2658,970;482,373,888,204;483,373,684,440;483,373,1403,488;484,373,2632,967;483,373,279,97;527,338,2393,941;526,338,437,430;526,338,1473,1021;526,338,3549,117;527,338,2360,938;527,338,3523,1258;527,339,2779,1202;
540,758,3687,400;540,758,2048,1144;538,754,3555,1070;547,759,2196,918;550,756,2301,1162;547,759,3361,633;549,750,3624,123;543,752,318,423;545,750,3878,1287;543,750,2854,352;498,226,3634,654;497,225,20,55;498,226,3416,638;498,226,1301,241;497,226,443,156;497,226,1739,870;497,226,920,74;
423,441,1481,198;423,444,3330,381;515,426,2142,224;485,398,457,24;501,409,2248,320;495,406,1964,1138;514,424,851,68;494,405,1616,275;495,405,3354,1425;495,405,323,758;507,292,1141,228;507,292,2368,1169;506,292,860,890;507,292,861,1330;506,292,2688,974;506,293,3611,1076;506,292,3505,1065;
511,265,3807,551;548,294,1689,866;512,265,33,55;506,287,374,767;507,291,858,446;511,266,1984,893;509,292,3929,1114;509,292,3966,1294;508,266,407,167;497,281,3742,294;452,389,3598,1435;451,389,1449,259;452,389,132,1306;452,389,533,732;453,389,1040,934;452,389,628,744;452,389,3780,1096;
262,534,2567,1398;259,520,1558,1042;262,534,3042,1414;252,477,1528,268;172,1369,3593,652;184,1278,3786,52;219,775,161,690;219,777,3836,1283;235,824,169,727;225,1155,1278,81;598,776,3844,1103;597,767,3314,378;587,775,1256,235;595,770,3926,560;594,771,2493,240;595,770,313,104;595,770,4027,1299;
