755807,290693,591,398;652044,280390,795,134;681074,269776,1014,519;706803,221174,373,206;738495,264644,801,268;676430,241489,277,354;735064,336768,836,278;647669,285480,335,363;662112,342784,616,101;697676,343734,91,158;867541,518988,0,315;867541,518988,0,315;
749229,10955,961,517;747898,32974,282,354;654353,62722,154,183;724233,70489,988,461;735551,57024,916,498;696070,80992,12,141;642243,42335,285,68;612712,19874,969,128;628761,34196,15,137;762617,866085,203,342;734385,873610,1009,510;737398,850050,772,428;
324538,176020,162,185;311035,153945,875,443;326622,110910,848,513;311566,145029,174,190;333413,102086,309,225;378281,104160,589,238;372456,164908,511,277;412593,136853,751,260;365281,184526,261,213;314939,701009,746,423;342753,692563,574,236;318892,682382,376,75;
755462,139626,664,410;810467,128509,682,470;740543,186143,66,47;823979,142912,25,140;795218,226347,430,77;761139,203874,490,272;821637,178679,797,512;827568,171483,321,361;821738,184346,207,202;254778,1027828,821,486;227205,1029121,556,233;279082,1041431,647,246;
237429,175163,465,268;277092,102523,211,204;311035,153945,875,443;304916,190056,24,3;221727,158414,950,301;232970,123632,256,63;259868,88658,896,37;288498,130219,393,371;223807,130762,98,161;904087,921198,2,41;892869,898663,739,422;882300,908686,236,181;
153118,56250,302,358;138060,78746,215,205;172847,55140,132,332;169242,170434,768,114;126853,148063,435,78;191654,153029,498,385;133638,99829,539,393;200028,119607,957,505;190290,100720,577,295;603511,214163,263,186;589077,224764,304,359;605684,249420,311,0;
436134,92903,497,97;469121,120541,852,280;496822,22974,450,381;451901,109666,864,441;514970,106195,36,319;433474,76266,523,281;469792,27516,179,338;517323,57050,903,290;518506,98542,607,303;419960,937489,403,210;376771,921939,268,352;399875,900114,265,65;
730227,941354,671,23;731501,942261,712,472;628610,880502,484,21;690441,962938,46,5;778763,867435,134,333;769021,950639,823,273;695510,858383,88,153;734385,873610,1009,510;762617,866085,203,342;146209,472720,436,379;164836,447562,153,165;163826,484426,810,434;
727745,919426,448,20;690441,962938,46,5;689421,856280,183,194;695510,858383,88,153;647733,834124,453,80;633162,952129,219,345;606578,828044,775,262;614307,883665,348,232;619784,950113,43,144;2086,201574,841,35;38266,193963,670,411;32852,174691,898,447;
296825,548310,648,312;302690,557236,104,165;287048,611290,77,326;286980,583348,347,76;188609,590431,831,275;220963,648375,719,255;265811,523927,1000,518;274784,526640,57,322;211911,544540,978,305;1015091,529409,907,448;1008386,452364,776,32;981187,512968,757,261;
349575,203218,26,141;424861,224800,521,389;383679,264074,863,284;412577,193956,728,256;369088,186077,546,286;304916,190056,24,3;349282,272271,364,238;314138,272709,307,359;286931,239328,965,456;727745,919426,448,20;690441,962938,46,5;731501,942261,712,472;
1046613,636128,320,192;1013298,319584,223,345;1041489,39337,827,488;1042009,206659,379,80;1047512,646729,386,370;1008386,452364,776,32;1015403,269926,1021,465;1024219,196382,580,237;1012084,254869,859,492;894651,441991,257,185;933666,432827,147,52;924330,463020,880,120;
772636,357011,893,288;773597,319528,661,409;837254,294885,102,50;809688,279299,790,133;839697,339167,788,265;773368,292357,406,375;786924,285962,35,146;792298,284700,938,502;837817,324580,126,53;26062,367403,646,406;37720,377293,67,149;47852,354958,470,382;
1039547,994288,584,397;1045583,706890,804,432;1017807,806114,195,175;1047159,662729,343,231;1047512,646729,386,370;1028996,868549,540,230;990323,750624,518,91;1018840,787361,117,171;1015784,768084,232,59;45809,657706,825,274;41577,622735,645,406;21660,651366,846,279;
185536,28498,129,176;99285,8315,287,355;211385,39132,198,176;299999,18730,176,171;779062,2401,700,12;111517,30972,186,195;127548,45239,995,308;317948,2639,99,162;426492,2664,613,100;97259,1041489,626,114;7524,1027601,216,344;57714,1022929,735,30;
392965,436290,714,252;318532,436486,874,514;354100,448914,299,190;286973,428910,909,497;298921,433649,835,489;279051,371674,80,327;375939,383467,698,417;370451,363552,407,375;322963,337030,22,42;1021128,875051,884,445;1028996,868549,540,230;1029550,925194,1007,311;
813812,111518,674,469;811931,79144,48,45;851046,75647,713,473;825651,80338,300,222;865495,147663,122,155;860791,98935,460,266;810467,128509,682,470;823979,142912,25,140;846059,152558,796,484;57714,1022929,735,30;7524,1027601,216,344;8062,997276,354,365;
97259,1041489,626,114;7883,1029516,815,27;8449,1007828,954,29;7524,1027601,216,344;8062,997276,354,365;30658,954320,883,445;106255,1024198,1013,511;49924,946601,447,264;95466,967009,414,376;867541,518988,0,315;867541,518988,0,315;867541,518988,0,315;
437593,229199,68,150;502314,197890,331,362;488708,289158,754,480;469528,285328,755,480;429704,252188,632,404;514651,205500,166,336;503317,294811,111,331;523939,257936,1003,463;528770,231226,753,479;867541,518988,0,315;867541,518988,0,315;867541,518988,0,315;
1046613,636128,320,192;1013298,319584,223,345;1009941,511937,573,22;1046999,226731,565,24;1015091,529409,907,448;981965,347032,461,217;971247,413703,181,173;982933,442613,78,152;981187,512968,757,261;867541,518988,0,315;867541,518988,0,315;867541,518988,0,315;
693324,511562,619,305;734862,451265,922,293;671320,510265,829,437;648805,502220,160,184;720859,417425,781,483;623045,476286,251,351;708649,398714,444,380;622529,419088,833,276;648224,392548,526,226;867541,518988,0,315;867541,518988,0,315;867541,518988,0,315;
654768,85479,868,493;704962,84548,532,101;696070,80992,12,141;629383,161817,904,447;614847,128215,630,404;714889,127331,997,509;694528,172961,326,73;716540,90385,915,291;657302,184174,690,415;867541,518988,0,315;867541,518988,0,315;867541,518988,0,315;
1614,300148,689,2;441,18866,82,328;9012,251834,1012,519;5572,118718,314,360;48701,241575,559,93;27333,144229,644,405;38266,193963,670,411;27388,187771,451,21;32852,174691,898,447;867541,518988,0,315;867541,518988,0,315;867541,518988,0,315;
363401,539545,333,363;359890,546651,485,88;296825,548310,648,312;304304,466267,924,294;356349,479538,508,99;354100,448914,299,190;274784,526640,57,322;369062,502238,568,396;268712,476188,1008,312;867541,518988,0,315;867541,518988,0,315;867541,518988,0,315;
224853,56717,275,65;236227,51537,193,197;215185,68087,500,386;277092,102523,211,204;282410,42449,653,407;232970,123632,256,63;284308,79294,51,321;221227,120272,530,228;259741,133761,419,17;867541,518988,0,315;867541,518988,0,315;867541,518988,0,315;
362996,1046993,163,186;439635,1023668,814,435;381000,1016036,732,420;617479,1042339,243,349;645797,1047703,794,266;542429,1025669,536,102;584114,1032854,342,230;491577,998179,694,416;531721,1019047,20,139;867541,518988,0,315;867541,518988,0,315;867541,518988,0,315;
16032,451738,701,417;14968,384118,1022,314;6106,795626,135,6;1614,300148,689,2;21660,651366,846,279;41577,622735,645,406;16920,527195,434,257;27401,489941,818,271;61171,589492,766,113;867541,518988,0,315;867541,518988,0,315;867541,518988,0,315;
63508,442454,245,349;42580,464151,839,512;88858,445703,503,275;98628,452472,598,399;27401,489941,818,271;146209,472720,436,379;81753,554321,908,124;162544,502871,723,109;49798,507719,380,81;867541,518988,0,315;867541,518988,0,315;867541,518988,0,315;
911877,934809,743,477;885176,926636,681,413;882300,908686,236,181;889693,902936,258,17;892869,898663,739,422;924686,883710,870,442;955881,898021,708,419;957091,925051,259,352;640112,988289,144,162;655031,973527,996,462;633162,952129,219,345;627585,966433,499,386;
372589,335556,542,284;279051,371674,80,327;342729,389852,699,28;370451,363552,407,375;278654,368449,284,219;242789,315415,458,81;334101,322157,847,439;296125,280202,777,428;16920,527195,434,257;81753,554321,908,124;46473,510847,705,471;61171,589492,766,113;
872324,718288,906,448;938024,762319,800,267;884738,740628,178,338;934233,667099,611,401;956241,685003,985,461;874183,681742,410,211;898114,672339,517,388;894800,674351,423,87;749725,425043,301,357;734862,451265,922,293;763551,474234,706,107;774671,444877,1016,464;
795202,1013472,59,151;734227,1002123,194,57;769021,950639,823,273;801742,1013564,733,129;859007,933251,33,142;863085,950686,579,296;842590,989954,642,311;828906,994067,605,400;608106,299514,208,58;614179,278589,385,82;591322,289294,902,289;605684,249420,311,0;
747898,32974,282,354;813812,111518,674,469;830036,41016,986,307;737617,77530,150,180;735551,57024,916,498;829026,107292,710,29;733759,93262,729,110;825651,80338,300,222;9026,310421,133,56;23581,327496,655,248;1614,300148,689,2;22846,295798,9,139;
575876,909378,1015,511;547810,920207,522,225;567643,842794,602,240;517927,906299,899,515;510271,828887,295,69;474319,822995,337,198;484308,887527,432,256;503407,895534,34,145;816711,452147,83,48;794525,497757,925,450;838039,484315,1023,466;822952,515199,514,90;
741280,137336,684,122;694528,172961,326,73;730755,132871,828,488;755462,139626,664,410;731910,212446,594,239;722307,211112,749,478;805365,173178,315,16;761139,203874,490,272;469563,363770,247,350;489699,350143,696,471;465042,339026,993,132;504158,314054,830,117;
857867,448320,590,397;817823,483358,73,46;794525,497757,925,450;838039,484315,1023,466;763551,474234,706,107;816587,416150,372,241;827875,421051,759,425;774671,444877,1016,464;942752,539701,480,383;957447,524563,807,485;961834,553476,396,372;925623,579858,221,7;
700996,591701,813,485;704222,553629,401,374;694491,520838,493,273;617254,580827,39,320;674120,600722,970,129;635575,521973,188,174;621991,558837,974,304;671320,510265,829,437;543158,705250,809,269;510607,653845,14,316;512065,715536,185,55;503181,690978,744,259;
805836,305665,583,25;837817,324580,126,53;866838,268428,721,108;890916,310257,531,391;874628,330483,371,74;809688,279299,790,133;841942,237799,428,213;807380,272125,440,380;755807,290693,591,398;773368,292357,406,375;738495,264644,801,268;776036,274671,857,282;
1001711,294635,918,516;978117,309277,520,280;1015403,269926,1021,465;968555,261608,397,84;973394,313111,192,196;971077,256644,865,285;935896,277583,127,157;943369,306047,805,432;772636,357011,893,288;815967,382947,427,378;812906,401565,244,183;759933,379930,513,9;
971247,413703,181,173;962568,433292,724,475;960849,426148,1018,520;918228,446799,680,24;894651,441991,257,185;966552,359904,525,390;885365,388951,452,79;924330,463020,880,120;484396,730899,761,425;512065,715536,185,55;424431,723843,459,82;503181,690978,744,259;
544708,739732,190,340;484396,730899,761,425;512065,715536,185,55;474039,752133,683,413;561446,794609,926,295;510271,828887,295,69;484746,785647,588,110;493937,804330,762,481;805836,305665,583,25;837254,294885,102,50;839697,339167,788,265;874628,330483,371,74;
123184,85225,422,254;134077,67212,951,505;95783,113314,592,97;127548,45239,995,308;61098,64276,562,395;75518,57909,576,107;105157,32135,973,459;81947,53970,32,319;428811,601063,227,61;406057,584999,758,424;437369,569261,633,244;389137,556906,328,194;
542277,727844,1005,519;543158,705250,809,269;544708,739732,190,340;484396,730899,761,425;510492,777972,170,53;499049,709624,118,52;510285,688948,106,49;503181,690978,744,259;81947,53970,32,319;87134,17165,742,422;105157,32135,973,459;98397,20620,148,179;
382928,680951,843,438;415535,718744,609,304;419671,646725,340,200;424431,723843,459,82;503181,690978,744,259;490202,649387,840,438;479076,640077,390,83;435990,629646,640,310;9763,324665,19,138;23581,327496,655,248;1614,300148,689,2;14420,300589,53,45;
795202,1013472,59,151;803924,977043,44,44;769021,950639,823,273;731501,942261,712,472;690441,962938,46,5;732558,1024467,494,221;712855,1023285,905,516;703446,1009381,62,323;440355,13232,308,224;499362,6410,631,103;426492,2664,613,100;426259,16879,13,316;
621934,280746,510,388;614179,278589,385,82;596212,288225,41,44;626348,295749,441,260;617357,302908,506,98;591322,289294,902,289;579445,337457,168,169;600045,344340,222,178;934233,667099,611,401;938534,638104,989,131;901572,648349,927,500;898114,672339,517,388;
64840,768686,443,262;63165,733118,303,358;147766,751999,383,243;150956,731369,660,467;89557,790893,116,170;130426,765890,779,131;127077,700981,281,188;126955,821789,980,306;1047154,739939,600,26;1005637,780977,727,126;1018840,787361,117,171;990323,750624,518,91;
436134,92903,497,97;451901,109666,864,441;378281,104160,589,238;412593,136853,751,260;406672,59257,418,251;421026,61314,96,330;433474,76266,523,281;416589,60143,392,245;166948,318131,782,263;165817,295868,945,503;202057,304251,890,123;163362,272874,676,106;
428243,577040,128,54;486023,633487,482,271;406057,584999,758,424;419671,646725,340,200;435990,629646,640,310;496553,623863,931,297;437369,569261,633,244;448472,567422,623,102;237107,782197,582,297;286636,814177,31,4;195910,823702,949,300;243139,833167,789,430;
188211,425484,505,276;149672,395876,885,515;145819,403828,962,303;223741,406634,819,436;226850,384785,535,229;133304,359896,139,160;167519,349941,851,491;179027,357041,615,242;55980,930445,355,366;64840,900643,17,317;37716,902196,487,384;84474,919174,131,158;
842151,667731,266,215;789886,612603,928,125;799965,673569,312,360;794896,641993,722,474;864273,614150,882,444;842125,613997,652,313;868964,662806,527,390;878739,633051,424,255;259868,88658,896,37;259741,133761,419,17;221227,120272,530,228;223807,130762,98,161;
796101,771920,165,188;880947,797116,643,117;828050,767816,737,111;873252,781410,850,439;770955,777119,433,379;845169,854062,317,191;824021,847059,382,369;775180,860359,641,105;150956,731369,660,467;144758,682801,983,460;127077,700981,281,188;168364,726110,279,68;
398600,908551,369,19;376771,921939,268,352;353452,871347,665,410;354769,887642,877,494;469562,903819,662,11;430957,846933,567,235;380564,841574,177,172;419960,937489,403,210;211385,39132,198,176;236227,51537,193,197;215185,68087,500,386;259868,88658,896,37;
917985,135270,87,157;979575,153680,233,347;991419,106936,1006,310;886762,113049,855,491;900605,134036,145,178;925746,55801,217,206;885593,86501,319,72;955168,79655,442,261;815967,382947,427,378;856554,367916,853,281;846541,399214,97,154;839697,339167,788,265;
491299,455182,554,92;453117,473692,919,499;507567,499660,578,108;434688,509192,866,441;431467,514494,334,197;448472,567422,623,102;524467,522779,103,164;527843,537689,736,476;689421,856280,183,194;680133,821860,956,455;692545,825462,273,187;647733,834124,453,80;
147766,751999,383,243;150956,731369,660,467;214739,747333,917,498;157072,778311,959,126;220276,726754,937,298;144758,682801,983,460;189372,688851,191,340;153771,727015,269,64;654353,62722,154,183;692864,31571,55,14;603040,89439,638,245;628761,34196,15,137;
510492,777972,170,53;568526,827874,159,336;561446,794609,926,295;567643,842794,602,240;520186,863042,52,46;488950,818781,838,512;493937,804330,762,481;474319,822995,337,198;1039547,994288,584,397;999223,1022050,869,514;1012153,988826,411,250;987227,1027926,467,218;
188211,425484,505,276;254017,438922,107,330;223741,406634,819,436;261460,455810,293,221;164836,447562,153,165;245336,502030,143,334;208369,508707,889,286;163826,484426,810,434;305239,900987,377,208;291440,919122,515,278;266006,897965,157,167;265594,926307,1020,465;
428227,424557,955,454;399564,431035,84,155;433053,455430,639,309;436675,444773,913,450;392965,436290,714,252;392081,475805,726,476;392556,468192,551,105;401969,495740,249,351;109376,605854,357,366;83024,618010,360,204;96602,585865,85,156;61171,589492,766,113;
882685,37378,501,274;851046,75647,713,473;850027,71806,391,371;886762,113049,855,491;860791,98935,460,266;925746,55801,217,206;909373,38968,151,181;920634,125330,271,66;884738,740628,178,338;878473,753809,120,173;872324,718288,906,448;828050,767816,737,111;
711439,212759,935,517;714889,127331,997,509;740543,186143,66,47;722307,211112,749,478;730755,132871,828,488;657302,184174,690,415;692595,205106,717,420;695802,122169,803,34;859359,423165,658,408;856554,367916,853,281;846541,399214,97,154;885365,388951,452,79;
837817,324580,126,53;856554,367916,853,281;877762,363979,114,168;839697,339167,788,265;896734,314595,585,298;890916,310257,531,391;888176,339829,412,86;837254,294885,102,50;363401,539545,333,363;359890,546651,485,88;389137,556906,328,194;393070,536076,146,163;
334864,655652,516,224;295691,633491,202,200;325710,690550,196,15;314939,701009,746,423;342753,692563,574,236;255853,672037,947,504;291275,636004,982,507;255564,688546,894,446;681004,983732,921,499;690441,962938,46,5;655031,973527,996,462;652405,999283,1010,313;
901479,968857,549,288;909622,945121,940,453;844386,993946,413,376;842590,989954,642,311;906849,994050,11,136;883076,926841,121,174;885176,926636,681,413;863085,950686,579,296;302690,557236,104,165;287048,611290,77,326;335378,597875,1001,133;270700,570692,488,22;
791782,269526,570,396;771174,230477,923,500;807380,272125,440,380;841942,237799,428,213;821738,184346,207,202;762083,208670,445,263;805365,173178,315,16;761139,203874,490,272;776360,510418,687,414;794525,497757,925,450;798723,528169,38,320;822952,515199,514,90;
159960,105167,429,18;102639,173187,946,299;126933,185537,474,94;169242,170434,768,114;133638,99829,539,393;92717,126336,900,496;100534,120534,481,95;87591,136323,793,431;522259,17404,941,502;496822,22974,450,381;517323,57050,903,290;550371,33883,457,265;
859359,423165,658,408;894651,441991,257,185;933666,432827,147,52;966552,359904,525,390;856554,367916,853,281;860172,398350,313,73;911688,343441,468,85;877762,363979,114,168;724233,70489,988,461;704962,84548,532,101;696070,80992,12,141;716540,90385,915,291;
611678,824337,702,125;689421,856280,183,194;680133,821860,956,455;653590,791978,975,459;678108,839156,280,67;615336,793072,466,84;606578,828044,775,262;628610,880502,484,21;1033797,181483,844,490;1041489,39337,827,488;1046999,226731,565,24;1024219,196382,580,237;
288927,276942,656,466;322963,337030,22,42;278654,368449,284,219;221682,319926,366,240;212768,308430,629,116;233457,341138,725,475;261788,244254,610,99;296125,280202,777,428;27401,489941,818,271;81753,554321,908,124;61280,498157,987,40;46473,510847,705,471;
484396,730899,761,425;499049,709624,118,52;420101,647128,187,56;503181,690978,744,259;415535,718744,609,304;402294,762955,16,317;392323,738004,294,357;441175,749174,984,507;608106,299514,208,58;621934,280746,510,388;605684,249420,311,0;596212,288225,41,44;
937194,245183,691,416;917985,135270,87,157;866838,268428,721,108;910968,185052,37,143;979575,153680,233,347;974923,189846,156,335;954345,231140,654,314;975773,204133,892,515;486023,633487,482,271;420101,647128,187,56;490202,649387,840,438;435990,629646,640,310;
631575,753701,47,321;611678,824337,702,125;598244,731661,197,341;653590,791978,975,459;647733,834124,453,80;597405,802379,218,207;576818,734231,747,424;606399,822649,239,348;971077,256644,865,285;937194,245183,691,416;935896,277583,127,157;977625,287360,105,51;
966552,359904,525,390;885365,388951,452,79;877762,363979,114,168;940467,314037,599,112;957819,329849,290,356;896734,314595,585,298;914401,313314,537,392;888176,339829,412,86;304916,190056,24,3;252526,222215,345,365;286931,239328,965,456;261788,244254,610,99;
462165,415071,787,132;488922,419237,873,493;469563,363770,247,350;436137,366103,538,392;427748,402652,10,140;489699,350143,696,471;514505,422012,370,205;545185,373021,161,168;877762,363979,114,168;896734,314595,585,298;911688,343441,468,85;874628,330483,371,74;
451421,337412,675,120;373606,326245,677,412;379579,333872,679,412;433084,347141,557,394;465042,339026,993,132;383679,264074,863,284;469528,285328,755,480;429704,252188,632,404;891695,706156,27,43;889450,671988,624,403;874183,681742,410,211;898114,672339,517,388;
373461,574836,182,193;364960,542605,318,74;363401,539545,333,363;324717,490063,860,36;296825,548310,648,312;335378,597875,1001,133;389137,556906,328,194;302690,557236,104,165;982933,442613,78,152;971247,413703,181,173;962568,433292,724,475;960849,426148,1018,520;
528122,176501,808,433;548308,173212,206,201;574202,140220,663,409;556110,212972,1011,510;514651,205500,166,336;603511,214163,263,186;564687,217853,878,444;592222,142372,60,147;393070,536076,146,163;437369,569261,633,244;403722,519061,964,506;431467,514494,334,197;
789998,512358,350,77;798723,528169,38,320;817823,483358,73,46;794525,497757,925,450;838039,484315,1023,466;867541,518988,0,315;821405,557420,420,252;861929,529797,861,492;617185,471697,278,217;582047,407334,621,10;622529,419088,833,276;604381,462302,332,362;
1045583,706890,804,432;992621,692891,716,254;1047154,739939,600,26;1005637,780977,727,126;1003899,784788,685,250;1015784,768084,232,59;975544,714041,421,253;957935,759546,575,294;776360,510418,687,414;708904,520321,489,220;756564,539829,504,223;763551,474234,706,107;
488922,419237,873,493;458991,417283,872,443;436675,444773,913,450;482018,496394,272,67;514505,422012,370,205;453117,473692,919,499;529023,475531,920,292;507567,499660,578,108;455009,350497,745,423;413957,363311,756,112;433084,347141,557,394;436137,366103,538,392;
9012,251834,1012,519;22846,295798,9,139;91814,237729,992,462;50198,203665,659,467;2086,201574,841,35;82615,258839,695,470;62080,297013,502,222;38266,193963,670,411;304916,190056,24,3;252526,222215,345,365;237429,175163,465,268;225587,189428,496,385;
299058,1031532,125,175;352955,999749,834,277;358824,939240,387,209;241505,974952,933,452;273970,1000252,124,332;291440,919122,515,278;265594,926307,1020,465;254125,941853,948,504;102639,173187,946,299;169242,170434,768,114;126853,148063,435,78;128975,219312,879,119;
169242,170434,768,114;185800,161349,774,483;225587,189428,496,385;252526,222215,345,365;261788,244254,610,99;182482,229666,89,328;202057,304251,890,123;163362,272874,676,106;133638,99829,539,393;92717,126336,900,496;126853,148063,435,78;95783,113314,592,97;
700996,591701,813,485;702345,607319,667,468;767630,645649,101,163;749022,656751,322,193;789886,612603,928,125;797770,560254,224,179;756564,539829,504,223;704222,553629,401,374;514970,106195,36,319;553318,95633,509,387;541066,137948,715,253;518506,98542,607,303;
133638,99829,539,393;123184,85225,422,254;32361,109659,274,353;92717,126336,900,496;100534,120534,481,95;61098,64276,562,395;89651,63544,172,54;65555,139292,649,247;433474,76266,523,281;484425,65335,446,19;428657,92724,226,60;451901,109666,864,441;
543158,705250,809,269;622825,619313,375,207;496553,623863,931,297;510607,653845,14,316;610000,668206,998,309;596290,595198,29,143;571053,572661,943,454;506901,597241,472,269;608106,299514,208,58;626348,295749,441,260;662112,342784,616,101;600045,344340,222,178;
288927,276942,656,466;271029,234255,409,85;286931,239328,965,456;212768,308430,629,116;242789,315415,458,81;252526,222215,345,365;202057,304251,890,123;196772,225364,571,95;324717,490063,860,36;354100,448914,299,190;370018,470652,220,177;369062,502238,568,396;
779062,2401,700,12;184006,272,636,27;317948,2639,99,162;428543,4703,138,57;499362,6410,631,103;400827,34487,651,407;366867,14818,173,337;426259,16879,13,316;597405,802379,218,207;568526,827874,159,336;561446,794609,926,295;606399,822649,239,348;
696499,278277,802,13;647669,285480,335,363;626348,295749,441,260;617357,302908,506,98;697676,343734,91,158;600045,344340,222,178;685401,355481,763,482;662605,351817,791,430;696070,80992,12,141;714161,79414,362,79;716540,90385,915,291;695802,122169,803,34;
496553,623863,931,297;428811,601063,227,61;437369,569261,633,244;506901,597241,472,269;528132,548651,620,306;482018,496394,272,67;431467,514494,334,197;527843,537689,736,476;437011,1038401,952,38;545173,996796,953,302;531721,1019047,20,139;584114,1032854,342,230;
522259,17404,941,502;496822,22974,450,381;612712,19874,969,128;779062,2401,700,12;428543,4703,138,57;469792,27516,179,338;440355,13232,308,224;426492,2664,613,100;1010122,833723,93,329;977985,823301,741,258;982410,811799,270,353;983101,847500,816,486;
295888,771463,363,237;319568,780958,199,198;392188,736637,349,233;382411,770552,45,145;284378,758304,8,315;342753,692563,574,236;392323,738004,294,357;314939,701009,746,423;277092,102523,211,204;311565,102688,329,195;288498,130219,393,371;284308,79294,51,321;
778763,867435,134,333;823323,842294,242,64;824021,847059,382,369;762617,866085,203,342;770955,777119,433,379;737398,850050,772,428;736677,834090,1019,464;746021,789378,248,350;392965,436290,714,252;392081,475805,726,476;370018,470652,220,177;412446,451580,316,71;
182482,229666,89,328;177108,305675,246,60;202057,304251,890,123;196772,225364,571,95;148673,250442,58,150;154944,282780,550,289;150078,261509,734,421;165817,295868,945,503;523939,257936,1003,463;533087,292027,606,400;503317,294811,111,331;521142,300616,770,427;
794525,497757,925,450;776360,510418,687,414;758379,449530,40,43;708904,520321,489,220;759119,519257,469,91;816711,452147,83,48;734862,451265,922,293;774671,444877,1016,464;61098,64276,562,395;56302,51231,167,337;89651,63544,172,54;81947,53970,32,319;
937194,245183,691,416;918605,189393,462,83;857916,194823,711,472;910968,185052,37,143;935896,277583,127,157;837254,294885,102,50;841942,237799,428,213;890916,310257,531,391;482018,496394,272,67;491299,455182,554,92;529023,475531,920,292;524467,522779,103,164;
181523,541235,939,452;163826,484426,810,434;208369,508707,889,286;146209,472720,436,379;193055,539283,356,235;81753,554321,908,124;123995,571003,593,398;61280,498157,987,40;293620,867522,230,180;286636,814177,31,4;254551,863382,4,136;243139,833167,789,430;
813812,111518,674,469;737617,77530,150,180;811931,79144,48,45;741280,137336,684,122;714889,127331,997,509;730755,132871,828,488;716540,90385,915,291;755462,139626,664,410;510492,777972,170,53;474039,752133,683,413;480676,792679,1,135;493937,804330,762,481;
796101,771920,165,188;878654,743127,306,72;872324,718288,906,448;873252,781410,850,439;878473,753809,120,173;823323,842294,242,64;822200,706477,255,184;800489,717789,958,455;735064,336768,836,278;773597,319528,661,409;772636,357011,893,288;759933,379930,513,9;
431436,356363,471,92;436137,366103,538,392;407947,404079,152,182;427748,402652,10,140;375939,383467,698,417;370451,363552,407,375;379579,333872,679,412;433084,347141,557,394;943369,306047,805,432;957819,329849,290,356;914401,313314,537,392;911688,343441,468,85;
41577,622735,645,406;16920,527195,434,257;5556,528329,977,39;94906,592005,297,71;83024,618010,360,204;81753,554321,908,124;96602,585865,85,156;35439,527877,18,42;5572,118718,314,360;32361,109659,274,353;27333,144229,644,405;65555,139292,649,247;
