0,0,499,288:130,71,28,142;320,210,32,319;373,119,130,55;384,80,148,179;219,200,167,337;350,248,172,54;435,120,186,195;481,332,422,254;238,251,562,395;294,226,576,107;340,67,742,422;81,147,871,442;523,262,951,505;410,125,973,459;498,176,995,308;3388,2027,0,315;3388,2027,0,315;3388,2027,0,315;3388,2027,0,315;
1527,196,1954,486:2011,414,36,319;1644,239,96,330;1835,107,179,338;1674,362,226,60;1466,154,388,370;1627,234,392,245;1588,231,418,251;1892,255,446,19;1703,362,497,97;1693,297,523,281;1477,406,589,238;2025,384,607,303;1565,134,651,407;1611,534,751,260;1832,470,852,280;1765,428,864,441;2020,222,903,290;3388,2027,0,315;3388,2027,0,315;
1012,487,1499,714:1191,742,24,3;1267,687,162,185;1217,566,174,190;1426,720,261,213;1418,596,264,15;1302,398,309,225;1126,508,393,371;1014,522,419,17;927,684,465,268;926,739,473,93;1454,644,511,277;1441,726,546,286;1477,406,589,238;1275,433,848,513;1214,601,875,443;3388,2027,0,315;3388,2027,0,315;3388,2027,0,315;3388,2027,0,315;
1012,715,1499,1010:1191,742,24,3;1365,793,26,141;1267,687,162,185;1426,720,261,213;1227,1065,307,359;986,868,345,365;1364,1063,364,238;1058,915,409,85;927,684,465,268;926,739,473,93;1352,904,491,23;1441,726,546,286;1022,954,610,99;1128,1081,656,466;1498,1031,863,284;1120,934,965,456;3388,2027,0,315;3388,2027,0,315;3388,2027,0,315;
1500,487,1954,730:2011,414,36,319;1616,757,94,160;1418,596,264,15;1962,773,331,362;1454,644,511,277;1441,726,546,286;1477,406,589,238;1723,638,628,307;1886,653,637,405;1960,685,666,119;1611,757,728,256;1611,534,751,260;1681,581,817,435;1832,470,852,280;1765,428,864,441;2063,608,963,127;3388,2027,0,315;3388,2027,0,315;3388,2027,0,315;
1500,731,1954,1010:1709,895,68,150;1616,757,94,160;2010,802,166,336;1962,773,331,362;1352,904,491,23;1659,878,521,389;1441,726,546,286;1723,638,628,307;1678,985,632,404;1886,653,637,405;1960,685,666,119;1611,757,728,256;2065,903,753,479;1834,1114,755,480;1908,1066,767,31;1498,1031,863,284;2046,1007,1003,463;3388,2027,0,315;3388,2027,0,315;
0,1011,505,1219:89,1155,9,139;415,962,30,144;56,1174,53,45;35,1212,133,56;416,1098,137,159;158,1274,209,343;437,1200,405,248;533,1135,416,377;242,1160,502,222;190,943,559,93;92,1279,655,248;322,1011,695,470;586,1021,734,421;433,971,942,453;35,983,1012,519;3388,2027,0,315;3388,2027,0,315;3388,2027,0,315;3388,2027,0,315;
0,1220,505,1447:38,1268,19,138;56,1174,53,45;35,1212,133,56;520,1405,139,160;158,1274,209,343;341,1402,330,196;402,1303,358,367;437,1200,405,248;186,1386,470,382;242,1160,502,222;101,1435,646,406;92,1279,655,248;151,1436,703,25;455,1516,764,426;539,1332,930,296;58,1500,1022,314;3388,2027,0,315;3388,2027,0,315;3388,2027,0,315;
506,1011,1038,1199:712,897,89,328;691,1194,246,60;865,1249,366,240;437,1200,405,248;533,1135,416,377;948,1232,458,81;605,1104,550,289;768,880,571,95;1022,954,610,99;831,1204,629,116;1128,1081,656,466;638,1065,676,106;586,1021,734,421;591,1149,849,490;789,1188,890,123;433,971,942,453;647,1155,945,503;3388,2027,0,315;3388,2027,0,315;
506,1200,1038,1447:520,1405,139,160;659,1524,235,62;691,1194,246,60;1088,1439,284,219;865,1249,366,240;437,1200,405,248;533,1135,416,377;948,1232,458,81;886,1503,535,229;699,1394,615,242;831,1204,629,116;911,1332,725,475;652,1242,782,263;591,1149,849,490;654,1366,851,491;789,1188,890,123;539,1332,930,296;647,1155,945,503;3388,2027,0,315;
0,1448,530,1669:147,1473,67,149;374,1746,76,153;520,1405,139,160;248,1728,245,349;341,1402,330,196;186,1386,470,382;347,1741,503,275;163,1574,558,290;101,1435,646,406;62,1764,701,417;151,1436,703,25;455,1516,764,426;337,1592,822,272;584,1546,885,515;569,1577,962,303;58,1500,1022,314;3388,2027,0,315;3388,2027,0,315;3388,2027,0,315;
0,1670,530,1965:374,1746,76,153;643,1748,153,165;248,1728,245,349;194,1983,380,81;571,1846,436,379;347,1741,503,275;163,1574,558,290;385,1767,598,399;62,1764,701,417;181,1995,705,471;634,1964,723,109;107,1913,818,271;337,1592,822,272;166,1813,839,512;569,1577,962,303;21,2063,977,39;239,1945,987,40;3388,2027,0,315;3388,2027,0,315;
531,1448,1038,1662:1090,1451,80,327;992,1714,107,330;520,1405,139,160;643,1748,153,165;659,1524,235,62;1088,1439,284,219;842,1691,298,70;1011,1598,374,368;735,1662,505,276;886,1503,535,229;699,1394,615,242;455,1516,764,426;873,1588,819,436;654,1366,851,491;584,1546,885,515;569,1577,962,303;3388,2027,0,315;3388,2027,0,315;3388,2027,0,315;
531,1663,1038,1965:992,1714,107,330;958,1961,143,334;643,1748,153,165;1050,1746,229,209;1021,1780,293,221;842,1691,298,70;1011,1598,374,368;618,1848,389,20;571,1846,436,379;735,1662,505,276;634,1964,723,109;639,1892,810,434;950,1999,842,513;813,1987,889,286;569,1577,962,303;1012,2021,976,460;1049,1860,1008,312;3388,2027,0,315;3388,2027,0,315;
1039,1011,1568,1277:1261,1316,22,42;1284,1118,252,211;1227,1065,307,359;1364,1063,364,238;948,1232,458,81;1022,954,610,99;1128,1081,656,466;1459,1274,677,412;1482,1304,679,412;1156,1094,777,428;1305,1258,847,439;1498,1031,863,284;1401,1165,876,494;1120,934,965,456;3388,2027,0,315;3388,2027,0,315;3388,2027,0,315;3388,2027,0,315;3388,2027,0,315;
1039,1278,1568,1551:1261,1316,22,42;1090,1451,80,327;1593,1578,152,182;1088,1439,284,219;1011,1598,374,368;1447,1420,407,375;948,1232,458,81;1455,1310,542,284;1459,1274,677,412;1482,1304,679,412;1468,1497,698,417;1338,1522,699,28;911,1332,725,475;1617,1419,756,112;1305,1258,847,439;3388,2027,0,315;3388,2027,0,315;3388,2027,0,315;3388,2027,0,315;
1569,1011,1954,1313:1886,1351,95,47;1966,1151,111,331;1710,1224,477,87;1691,1356,557,394;1678,985,632,404;1763,1318,675,120;1459,1274,677,412;1482,1304,679,412;1912,1367,696,471;1909,1129,754,480;1834,1114,755,480;1908,1066,767,31;1969,1226,830,117;1498,1031,863,284;1816,1324,993,132;3388,2027,0,315;3388,2027,0,315;3388,2027,0,315;3388,2027,0,315;
1569,1314,1954,1551:1670,1572,10,140;1886,1351,95,47;1593,1578,152,182;1834,1420,247,350;1685,1392,471,92;1855,1488,476,86;1703,1430,538,392;1691,1356,557,394;1763,1318,675,120;1482,1304,679,412;1912,1367,696,471;1777,1369,745,423;1617,1419,756,112;1805,1621,787,132;1909,1637,873,493;1816,1324,993,132;3388,2027,0,315;3388,2027,0,315;3388,2027,0,315;
1039,1552,1482,1766:1090,1451,80,327;1560,1683,84,155;992,1714,107,330;1445,1838,220,177;1050,1746,229,209;1383,1753,299,190;1011,1598,374,368;1533,1828,551,105;1468,1497,698,417;1338,1522,699,28;1535,1704,714,252;1098,1715,778,429;1167,1693,835,489;1244,1705,874,514;1120,1675,909,497;1188,1821,924,294;3388,2027,0,315;3388,2027,0,315;3388,2027,0,315;
1039,1767,1482,1965:1073,2057,57,322;1513,1939,75,326;958,1961,143,334;1445,1838,220,177;1050,1746,229,209;1021,1780,293,221;1383,1753,299,190;1391,1873,508,99;1533,1828,551,105;1441,1961,568,396;1531,1858,726,476;1098,1715,778,429;1268,1914,860,36;1244,1705,874,514;1188,1821,924,294;1012,2021,976,460;1049,1860,1008,312;3388,2027,0,315;3388,2027,0,315;
1483,1552,1954,1765:1670,1572,10,140;1560,1683,84,155;1593,1578,152,182;1611,1763,316,71;2009,1648,370,205;1855,1488,476,86;1919,1778,554,92;1691,1779,639,309;1468,1497,698,417;1535,1704,714,252;1805,1621,787,132;1792,1630,872,443;1909,1637,873,493;1705,1737,913,450;1769,1850,919,499;1672,1658,955,454;3388,2027,0,315;3388,2027,0,315;3388,2027,0,315;
1483,1766,1954,1965:1513,1939,75,326;1445,1838,220,177;1573,1944,231,346;1570,1936,249,351;1882,1939,272,67;1611,1763,316,71;1685,2009,334,197;1533,1828,551,105;1919,1778,554,92;1441,1961,568,396;1982,1951,578,108;1691,1779,639,309;1535,1704,714,252;1531,1858,726,476;1698,1989,866,441;1705,1737,913,450;1769,1850,919,499;3388,2027,0,315;3388,2027,0,315;
1955,0,2391,327:2456,133,15,137;2235,406,237,182;2015,117,352,78;1892,255,446,19;1940,89,450,381;2205,249,456,216;2149,132,457,265;2071,407,486,96;2161,373,509,387;2025,384,607,303;1950,25,631,103;2355,349,638,245;2020,222,903,290;2040,67,941,502;2393,77,969,128;3388,2027,0,315;3388,2027,0,315;3388,2027,0,315;3388,2027,0,315;
1955,328,2391,618:2011,414,36,319;2313,556,60,147;2235,406,237,182;2205,249,456,216;2071,407,486,96;2161,373,509,387;2025,384,607,303;2401,500,630,404;1886,653,637,405;2355,349,638,245;2242,547,663,409;1960,685,666,119;2113,538,715,253;2121,594,901,516;2458,632,904,447;2063,608,963,127;3388,2027,0,315;3388,2027,0,315;3388,2027,0,315;
2392,0,2838,324:2719,316,12,141;2456,133,15,137;2706,123,55,14;2881,302,150,180;2556,245,154,183;2921,128,282,354;2508,165,285,68;2789,310,362,79;2753,330,532,101;2355,349,638,245;2557,333,868,493;2798,353,915,291;2873,222,916,498;2926,42,961,517;2393,77,969,128;2829,275,988,461;3388,2027,0,315;3388,2027,0,315;3388,2027,0,315;
2392,325,2838,618:2719,316,12,141;2313,556,60,147;2881,302,150,180;2713,675,326,73;2789,310,362,79;2753,330,532,101;2401,500,630,404;2355,349,638,245;2895,536,684,122;2567,719,690,415;2866,364,729,110;2717,477,803,34;2854,519,828,488;2557,333,868,493;2458,632,904,447;2798,353,915,291;2792,497,997,509;3388,2027,0,315;3388,2027,0,315;
1955,619,2334,824:2406,810,50,148;2313,556,60,147;2010,802,166,336;2141,676,206,201;2357,836,263,186;2301,877,304,359;1962,773,331,362;2177,750,495,89;2242,547,663,409;1960,685,666,119;2223,870,773,130;2062,689,808,433;2205,850,878,444;2121,594,901,516;2063,608,963,127;2172,831,1011,510;3388,2027,0,315;3388,2027,0,315;3388,2027,0,315;
1955,825,2334,1056:2328,1125,41,44;2010,802,166,336;2357,836,263,186;2301,877,304,359;2365,974,311,0;1962,773,331,362;2333,876,368,18;2399,1088,385,82;2259,946,475,270;2065,903,753,479;1908,1066,767,31;2223,870,773,130;2205,850,878,444;2128,980,888,122;2309,1130,902,289;2046,1007,1003,463;2172,831,1011,510;3388,2027,0,315;3388,2027,0,315;
2335,619,2838,876:2406,810,50,148;2313,556,60,147;2892,727,66,47;2357,836,263,186;2642,943,277,354;2713,675,326,73;2333,876,368,18;2760,863,373,206;2572,806,395,372;2493,781,572,293;2859,829,594,239;2895,536,684,122;2567,719,690,415;2705,801,717,420;2821,824,749,478;2854,519,828,488;2458,632,904,447;2779,831,935,517;3388,2027,0,315;
2335,877,2838,1056:2328,1125,41,44;2406,810,50,148;2357,836,263,186;2642,943,277,354;2365,974,311,0;2333,876,368,18;2760,863,373,206;2399,1088,385,82;2572,806,395,372;2530,1055,426,212;2429,1096,510,388;2493,781,572,293;2859,829,594,239;2705,801,717,420;2821,824,749,478;2547,1095,795,134;2884,1033,801,268;2720,1087,802,13;2660,1053,1014,519;
2839,0,3302,370:3171,309,48,45;2881,302,150,180;2921,128,282,354;3225,313,300,222;3320,280,391,371;3362,386,460,266;3238,419,710,29;3324,295,713,473;2866,364,729,110;3325,84,812,434;2798,353,915,291;2873,222,916,498;2926,42,961,517;3242,160,986,307;2829,275,988,461;3294,130,1002,518;3388,2027,0,315;3388,2027,0,315;3388,2027,0,315;
2839,371,3302,632:3218,558,25,140;3171,309,48,45;2892,727,66,47;2881,302,150,180;3225,313,300,222;3145,676,315,16;3232,669,321,361;3362,386,460,266;2951,545,664,410;3178,435,674,469;3165,501,682,470;2895,536,684,122;3238,419,710,29;2866,364,729,110;3304,595,796,484;2854,519,828,488;2792,497,997,509;3388,2027,0,315;3388,2027,0,315;
3303,0,4095,371:3552,152,151,181;3616,217,217,206;3928,247,267,216;3596,489,271,66;3459,337,319,72;3320,280,391,371;4024,216,415,377;3731,311,442,261;3362,386,460,266;3447,146,501,274;3966,226,595,300;3324,295,713,473;3325,84,812,434;3767,95,858,283;3242,160,986,307;3294,130,1002,518;3872,417,1006,310;3388,2027,0,315;3388,2027,0,315;
3303,372,4095,632:3558,722,37,143;3585,528,87,157;3380,576,122,155;3517,523,145,178;3826,600,233,347;3596,489,271,66;3459,337,319,72;4024,216,415,377;3731,311,442,261;3362,386,460,266;3966,226,595,300;4005,685,686,414;3238,419,710,29;3304,595,796,484;4038,708,844,490;3463,441,855,491;3338,655,972,458;3872,417,1006,310;3388,2027,0,315;
2839,633,3289,834:2892,727,66,47;3279,722,184,339;3209,720,207,202;3145,676,315,16;3232,669,321,361;3288,928,428,213;3106,884,430,77;2976,815,445,263;2973,796,490,272;2859,829,594,239;2951,545,664,410;3351,761,711,472;2821,824,749,478;3304,595,796,484;3209,697,797,512;3338,655,972,458;3388,2027,0,315;3388,2027,0,315;3388,2027,0,315;
2839,835,3289,1056:3270,1151,102,50;2992,1111,110,50;3209,720,207,202;2952,899,310,226;2760,863,373,206;3288,928,428,213;3106,884,430,77;3153,1062,440,380;2976,815,445,263;3092,1052,570,396;2859,829,594,239;3386,1048,721,108;2821,824,749,478;3162,1091,790,133;2884,1033,801,268;3031,1072,857,282;3012,900,923,500;3388,2027,0,315;3388,2027,0,315;
3290,633,4095,790:3558,722,37,143;3585,528,87,157;3380,576,122,155;3517,523,145,178;3808,741,156,335;3279,722,184,339;3826,600,233,347;4070,807,379,80;3588,739,462,83;3864,827,492,384;4000,767,580,237;3727,902,654,314;4005,685,686,414;3351,761,711,472;3304,595,796,484;4038,708,844,490;3811,797,892,515;3338,655,972,458;3388,2027,0,315;
3290,791,4095,1056:3558,722,37,143;3270,1151,102,50;3818,1122,105,51;3655,1084,127,157;3279,722,184,339;4070,807,379,80;3783,1021,397,84;3288,928,428,213;3588,739,462,83;3864,827,492,384;4000,767,580,237;3727,902,654,314;3660,957,691,416;3351,761,711,472;3386,1048,721,108;3953,995,859,492;3793,1002,865,285;3811,797,892,515;3966,1054,1021,465;
1955,1057,2424,1189:2328,1125,41,44;1966,1151,111,331;2375,1169,208,58;2399,1088,385,82;2446,1155,441,260;2259,946,475,270;2411,1183,506,98;2429,1096,510,388;2051,1158,569,106;2082,1140,606,400;1908,1066,767,31;2035,1174,770,427;1969,1226,830,117;2128,980,888,122;2309,1130,902,289;2046,1007,1003,463;3388,2027,0,315;3388,2027,0,315;3388,2027,0,315;
1955,1190,2424,1470:2319,1456,79,327;1966,1151,111,331;2129,1457,161,168;2263,1318,168,169;2375,1169,208,58;2343,1345,222,178;2193,1416,323,361;1855,1488,476,86;2411,1183,506,98;2051,1158,569,106;2367,1489,601,399;2210,1498,604,302;2082,1140,606,400;1912,1367,696,471;2035,1174,770,427;1969,1226,830,117;2309,1130,902,289;3388,2027,0,315;3388,2027,0,315;
2425,1057,2950,1232:2725,1342,91,158;2992,1111,110,50;2529,1115,335,363;2399,1088,385,82;2530,1055,426,212;2446,1155,441,260;2411,1183,506,98;2429,1096,510,388;2952,1135,591,398;2586,1339,616,101;3021,1248,661,409;2547,1095,795,134;2884,1033,801,268;2720,1087,802,13;2871,1315,836,278;2660,1053,1014,519;3388,2027,0,315;3388,2027,0,315;3388,2027,0,315;
2425,1233,2950,1470:2725,1342,91,158;2766,1398,189,339;2343,1345,222,178;2529,1115,335,363;2446,1155,441,260;2411,1183,506,98;2968,1484,513,9;2532,1533,526,226;2971,1320,597,111;2367,1489,601,399;2586,1339,616,101;3021,1248,661,409;2677,1388,763,482;2588,1374,791,430;2871,1315,836,278;3018,1394,893,288;2703,1444,914,497;3388,2027,0,315;3388,2027,0,315;
1955,1471,2391,1724:2093,1633,61,152;2319,1456,79,327;2129,1457,161,168;2140,1533,225,208;2009,1648,370,205;2370,1792,455,90;1855,1488,476,86;1919,1778,554,92;2367,1489,601,399;2210,1498,604,302;2273,1591,621,10;2423,1612,692,123;1912,1367,696,471;2151,1855,832,437;2431,1637,833,276;1909,1637,873,493;3388,2027,0,315;3388,2027,0,315;3388,2027,0,315;
1955,1725,2391,1965:2093,1633,61,152;2048,2042,103,164;2303,1945,214,344;2410,1842,278,217;2308,1969,305,223;2360,1805,332,362;2407,1932,353,234;2009,1648,370,205;2370,1792,455,90;2156,2030,544,1;1919,1778,554,92;1982,1951,578,108;2396,1893,618,402;2273,1591,621,10;2392,1950,657,408;2151,1855,832,437;2066,1857,920,292;3388,2027,0,315;3388,2027,0,315;
2392,1471,2950,1745:2962,1755,40,43;2766,1398,189,339;2928,1660,301,357;2768,1557,444,380;2370,1792,455,90;2968,1484,513,9;2532,1533,526,226;2367,1489,601,399;2423,1612,692,123;2990,1628,748,477;2815,1630,781,483;2648,1755,786,33;2588,1374,791,430;2431,1637,833,276;2703,1444,914,497;2870,1762,922,293;3388,2027,0,315;3388,2027,0,315;3388,2027,0,315;
2392,1746,2950,1965:2962,1755,40,43;2534,1961,160,184;2433,1860,251,351;2410,1842,278,217;2360,1805,332,362;2407,1932,353,234;2370,1792,455,90;2965,2028,469,91;2769,2032,489,220;2396,1893,618,402;2708,1998,619,305;2392,1950,657,408;2982,1852,706,107;2648,1755,786,33;2622,1993,829,437;2431,1637,833,276;2870,1762,922,293;3388,2027,0,315;3388,2027,0,315;
2951,1057,3356,1208:3073,1117,35,146;3270,1151,102,50;2992,1111,110,50;3272,1267,126,53;3020,1142,406,375;3153,1062,440,380;3092,1052,570,396;3147,1194,583,25;2952,1135,591,398;3021,1248,661,409;3386,1048,721,108;3162,1091,790,133;2884,1033,801,268;3031,1072,857,282;3094,1112,938,502;3388,2027,0,315;3388,2027,0,315;3388,2027,0,315;3388,2027,0,315;
2951,1209,3356,1499:3306,1559,97,154;3270,1151,102,50;3029,1433,112,51;3272,1267,126,53;3288,1429,276,66;3360,1556,313,73;3416,1290,371,74;3187,1495,427,378;2968,1484,513,9;3147,1194,583,25;2952,1135,591,398;2971,1320,597,111;3021,1248,661,409;3280,1324,788,265;3345,1437,853,281;3018,1394,893,288;3388,2027,0,315;3388,2027,0,315;3388,2027,0,315;
3357,1057,4095,1230:3270,1151,102,50;3818,1122,105,51;3272,1267,126,53;3655,1084,127,157;3802,1223,192,196;3958,1248,223,345;3741,1288,290,356;3416,1290,371,74;3783,1021,397,84;3820,1208,520,280;3480,1211,531,391;3571,1223,537,392;3502,1228,585,298;3673,1226,599,112;3386,1048,721,108;3685,1195,805,432;3912,1150,918,516;3966,1054,1021,465;3388,2027,0,315;
3357,1231,4095,1499:3428,1421,114,168;3802,1223,192,196;3958,1248,223,345;3741,1288,290,356;3360,1556,313,73;3416,1290,371,74;3469,1327,412,86;3458,1519,452,79;3835,1355,461,217;3561,1341,468,85;3820,1208,520,280;3775,1405,525,390;3480,1211,531,391;3571,1223,537,392;3502,1228,585,298;3673,1226,599,112;3280,1324,788,265;3685,1195,805,432;3345,1437,853,281;
2951,1500,3336,1696:2962,1755,40,43;3190,1766,83,48;3306,1559,97,154;3029,1433,112,51;3175,1568,244,183;3288,1429,276,66;2928,1660,301,357;3360,1556,313,73;3189,1625,372,241;3187,1495,427,378;2968,1484,513,9;3356,1652,658,408;2990,1628,748,477;3233,1644,759,425;3345,1437,853,281;3026,1737,1016,464;3388,2027,0,315;3388,2027,0,315;3388,2027,0,315;
2951,1697,3336,1965:3388,2027,0,315;2962,1755,40,43;3194,1888,73,46;3190,1766,83,48;2928,1660,301,357;3085,2001,350,77;3189,1625,372,241;2965,2028,469,91;3214,2012,514,90;3351,1751,590,397;3356,1652,658,408;3032,1993,687,414;2982,1852,706,107;3233,1644,759,425;3103,1944,925,450;3026,1737,1016,464;3273,1891,1023,466;3388,2027,0,315;3388,2027,0,315;
3337,1500,4095,1691:3839,1728,78,152;3306,1559,97,154;3647,1690,147,52;3793,1616,181,173;3958,1248,223,345;3494,1726,257,185;3360,1556,313,73;3777,1643,431,88;3458,1519,452,79;3835,1355,461,217;3561,1341,468,85;3775,1405,525,390;3356,1652,658,408;3586,1745,680,24;3760,1692,724,475;3939,1767,776,32;3753,1664,1018,520;3388,2027,0,315;3388,2027,0,315;
3337,1692,4095,1965:3388,2027,0,315;3839,1728,78,152;3647,1690,147,52;3494,1726,257,185;3561,1983,398,373;3945,1999,573,22;3351,1751,590,397;3356,1652,658,408;3586,1745,680,24;3662,1959,688,415;3455,1949,709,419;3760,1692,724,475;3832,2003,757,261;3939,1767,776,32;3740,2049,807,485;3610,1808,880,120;3753,1664,1018,520;3273,1891,1023,466;3388,2027,0,315;
0,1966,715,2220:138,2062,18,42;377,2288,85,156;556,2314,286,355;194,1983,380,81;66,2059,434,257;571,1846,436,379;484,2230,593,398;181,1995,705,471;634,1964,723,109;238,2302,766,113;107,1913,818,271;736,2306,831,275;319,2165,908,124;709,2114,939,452;21,2063,977,39;239,1945,987,40;670,2337,999,509;3388,2027,0,315;3388,2027,0,315;
0,2221,715,2459:138,2062,18,42;377,2288,85,156;640,2499,200,199;556,2314,286,355;370,2312,297,71;509,2524,341,364;427,2366,357,366;324,2414,360,204;66,2059,434,257;712,2533,541,231;484,2230,593,398;162,2432,645,406;238,2302,766,113;736,2306,831,275;84,2544,846,279;319,2165,908,124;21,2063,977,39;670,2337,999,509;3388,2027,0,315;
716,1966,1281,2206:1073,2057,57,322;1182,2176,104,165;958,1961,143,334;754,2106,356,235;1405,2135,485,88;1057,2229,488,22;1159,2141,648,312;634,1964,723,109;950,1999,842,513;1268,1914,860,36;813,1987,889,286;709,2114,939,452;1012,2021,976,460;827,2127,978,305;1038,2046,1000,518;3388,2027,0,315;3388,2027,0,315;3388,2027,0,315;3388,2027,0,315;
716,2207,1281,2459:1121,2387,77,326;1182,2176,104,165;640,2499,200,199;1155,2474,202,200;1121,2278,347,76;754,2106,356,235;1057,2229,488,22;1308,2561,516,224;712,2533,541,231;863,2532,719,255;736,2306,831,275;709,2114,939,452;827,2127,978,305;1137,2484,982,507;670,2337,999,509;1310,2335,1001,133;3388,2027,0,315;3388,2027,0,315;3388,2027,0,315;
0,2460,671,2745:739,2690,191,340;640,2499,200,199;657,2836,279,68;496,2738,281,188;246,2863,303,358;509,2524,341,364;427,2366,357,366;324,2414,360,204;493,2593,367,368;712,2533,541,231;162,2432,645,406;582,2582,765,426;157,2556,780,26;178,2569,825,274;84,2544,846,279;565,2667,983,460;3388,2027,0,315;3388,2027,0,315;3388,2027,0,315;
0,2746,671,3030:213,3119,5,135;349,3089,116,170;739,2690,191,340;457,2990,212,59;600,2839,269,64;657,2836,279,68;496,2738,281,188;246,2863,303,358;577,2937,383,243;253,3002,443,262;27,3103,479,382;589,2856,660,467;509,2991,779,131;178,2569,825,274;84,2544,846,279;613,3040,959,126;565,2667,983,460;3388,2027,0,315;3388,2027,0,315;
672,2460,1281,2711:1121,2387,77,326;739,2690,191,340;1272,2697,196,15;640,2499,200,199;1155,2474,202,200;793,2605,228,346;1245,2665,376,75;1308,2561,516,224;712,2533,541,231;863,2532,719,255;1230,2738,746,423;582,2582,765,426;998,2689,894,446;860,2838,937,298;999,2625,947,504;1137,2484,982,507;3388,2027,0,315;3388,2027,0,315;3388,2027,0,315;
672,2712,1281,3030:1110,2962,8,315;913,3014,171,189;739,2690,191,340;1272,2697,196,15;1248,3050,199,198;793,2605,228,346;657,2836,279,68;1155,3013,363,237;577,2937,383,243;968,3010,529,227;926,3055,582,297;1227,2993,635,104;1230,2738,746,423;998,2689,894,446;838,2919,917,498;860,2838,937,298;613,3040,959,126;3388,2027,0,315;3388,2027,0,315;
